,PartNumber,Info
0,1,"2,1;1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961;1,11,1,0;40.737890174766;0,0,0;0,0,0;3,1,3;
"
136,132,"2,132;0.872458,-1.15202,-1.95623/0.872458,-1.15202,-1.95623/0.872458,-1.15202,-1.95623;1,5,1,0;40.914232014083;0,0,0;0,0,0;2,1,3/3,4,0;
"
137,134,"2,134;3.15861,-0.259255,0.428788/3.15861,-0.259255,0.428788/3.15861,-0.259255,0.428788;1,19,1,0;40.60225491217;0,1,0;1,0,0;1,1,1/3,3,0/3,6,0;
"
138,134,"0,134;3.15537,-0.258092,0.429326/3.15537,-0.258092,0.429326/3.15537,-0.258092,0.429326;1,19,1,0;40.602254998944;0,1,0;1,0,0;1,1,1;
"
139,137,"2,137;0.835751,0.508953,3.20451/0.835751,0.508953,3.20451/0.835751,0.508953,3.20451;1,42,1,0;40.0572951479724;0,1,0;1,0,0;4,1,1;
"
140,142,"2,142;-0.377639,-0.0610131,-1.66321/-0.377639,-0.0610131,-1.66321/-0.377639,-0.0610131,-1.66321;1,4,1,0;40.915425089762;1,0,1;0,1,0;2,1,2/3,5,0;
"
141,147,"2,147;-2.89181,-0.254514,-1.41129/-2.89181,-0.254514,-1.41129/-2.89181,-0.254514,-1.41129;1,6,1,0;40.990165526205;1,0,1;1,0,0;1,1,2;
"
142,148,"2,148;1.37639,3.70516,-1.03522/1.37639,3.70516,-1.03522/1.37639,3.70516,-1.03522;1,7,1,0;40.769869188499;1,0,1;0,1,0;2,1,2;
"
143,150,"2,150;-2.07236,3.23289,-0.689179/-2.07236,3.23289,-0.689179/-2.07236,3.23289,-0.689179;1,14,1,0;40.150431141771;1,0,1;1,0,0;4,1,2;
"
144,151,"2,151;-2.65327,-1.98202,0.941207/-2.65327,-1.98202,0.941207/-2.65327,-1.98202,0.941207;1,21,1,0;40.713095994785;1,0,1;1,0,0;4,1,2;
"
145,152,"2,152;-1.76289,-1.98188,0.65361/-1.76289,-1.98188,0.65361/-1.76289,-1.98188,0.65361;1,18,1,0;40.482418335663;1,0,1;0,1,0;3,1,2;
"
146,160,"2,160;-1.31828,2.51968,1.97673/-1.31828,2.51968,1.97673/-1.31828,2.51968,1.97673;1,29,1,0;40.703569889456;0,1,0;1,0,0;1,1,1;
"
147,162,"2,162;-0.0933249,-2.8903,-3.54235/-0.0929014,-2.88896,-3.54214/-0.0937484,-2.89165,-3.54256;1,1,1,0;40.968952252009;2,2,1;1,2,0;1,10,2/2,1,1/2,4,1;
"
148,162,"0,162;-0.0958367,-2.88902,-3.54443/-0.0958367,-2.88902,-3.54443/-0.0958367,-2.88902,-3.54443;1,1,1,0;40.968945417193;1,0,1;0,1,0;2,1,2;
"
149,162,"0,162;-0.0937881,-2.88964,-3.54196/-0.0929014,-2.8887,-3.54151/-0.0946749,-2.89058,-3.5424;1,1,1,0;40.968952263875;0,1,0;0,1,0;1,7,2/2,1,1/2,9,1;
"
150,162,"0,162;-0.0952629,-2.89249,-3.54574/-0.0952629,-2.89249,-3.54574/-0.0952629,-2.89249,-3.54574;1,1,1,0;40.968945472567;0,1,0;1,0,0;4,1,1;
"
151,162,"0,162;-0.105015,-2.8853,-3.54362/-0.105015,-2.8853,-3.54362/-0.105015,-2.8853,-3.54362;1,1,1,0;40.968946164751;0,1,0;1,0,0;3,2,0/4,1,1;
"
152,162,"0,162;-0.106402,-2.88308,-3.54483/-0.106402,-2.88308,-3.54483/-0.106402,-2.88308,-3.54483;1,1,1,0;40.968946655212;0,1,0;1,0,0;1,1,1/3,8,0;
"
153,164,"2,164;-0.742783,1.10212,0.0575712/-0.742783,1.10212,0.0575712/-0.742783,1.10212,0.0575712;1,16,1,0;40.545469439801;1,0,1;1,0,0;1,1,2;
"
154,165,"2,165;1.67003,-0.0792305,-0.629924/1.67003,-0.0792305,-0.629924/1.67003,-0.0792305,-0.629924;1,12,1,0;40.456020619052;0,1,0;0,1,0;3,1,1/4,4,0;
"
155,165,"0,165;1.66658,-0.0762042,-0.630958/1.66658,-0.0762042,-0.630958/1.66658,-0.0762042,-0.630958;1,12,1,0;40.456031284474;0,1,0;0,1,0;2,1,1;
"
156,166,"2,166;3.25962,-1.53561,1.59537/3.25962,-1.53561,1.59537/3.25962,-1.53561,1.59537;1,27,1,0;40.942252438413;1,0,1;1,0,0;1,1,2;
"
157,167,"2,167;2.21541,2.04819,0.948718/2.21541,2.04819,0.948718/2.21541,2.04819,0.948718;1,26,1,0;40.327524555313;0,1,0;0,1,0;3,1,1;
"
158,168,"2,168;2.4585,2.44986,2.99456/2.4585,2.44986,2.99456/2.4585,2.44986,2.99456;1,40,1,0;40.0332176489077;0,1,0;1,0,0;4,1,1;
"
159,168,"0,168;0.791415,2.70327,2.83383/0.791415,2.70327,2.83383/0.791415,2.70327,2.83383;1,40,1,0;40.0762415684426;1,0,1;1,0,0;4,1,2;
"
160,169,"2,169;-3.64738,-1.39517,-0.0874281/-3.64738,-1.39517,-0.0874281/-3.64738,-1.39517,-0.0874281;1,10,1,0;40.844906818664;0,1,0;1,0,0;2,2,0/2,8,0/3,1,0/3,10,0/4,1,1/4,8,0/4,10,0;
"
161,171,"2,171;1.56382,2.48453,0.363534/1.56386,2.4848,0.363681/1.56377,2.48425,0.363387;1,20,1,0;40.494308716805;2,1,1;0,2,1;2,2,1/2,4,0/3,1,2;
"
162,172,"2,172;-0.437732,-2.71904,0.0702007/-0.437381,-2.71897,0.0708882/-0.438083,-2.71912,0.0695132;1,15,1,0;40.736619766887;2,1,1;0,2,1;2,1,1/2,2,0/2,3,0/2,4,0/3,3,0/3,4,0/3,5,2/3,6,0;
"
163,172,"0,172;-0.43984,-2.72227,0.072982/-0.43984,-2.72227,0.072982/-0.43984,-2.72227,0.072982;1,15,1,0;40.73662059063;1,0,1;0,1,0;3,1,2/3,4,0;
"
164,172,"0,172;-0.438088,-2.72825,0.0700856/-0.438088,-2.72825,0.0700856/-0.438088,-2.72825,0.0700856;1,15,1,0;40.736620912091;1,0,1;1,0,0;4,1,2;
"
165,173,"2,173;0.449122,2.65074,0.298025/0.449122,2.65074,0.298025/0.449122,2.65074,0.298025;1,17,1,0;40.564681858507;1,0,1;1,0,0;1,1,2;
"
166,174,"2,174;2.6536,2.04797,-0.867425/2.6536,2.04797,-0.867425/2.6536,2.04797,-0.867425;1,12,1,0;40.281562249672;1,0,1;0,1,0;3,1,2;
"
167,174,"0,174;2.21532,0.98821,-0.47833/2.21532,0.98821,-0.47833/2.21532,0.98821,-0.47833;1,12,1,0;40.930440497933;0,1,0;0,1,0;3,1,1;
"
168,175,"2,175;-0.730542,-1.28776,-3.29551/-0.730542,-1.28776,-3.29551/-0.730542,-1.28776,-3.29551;1,5,1,0;40.06973928667;1,0,1;1,0,0;4,1,2;
"
169,177,"2,177;-0.226864,3.45376,-0.549225/-0.226864,3.45376,-0.549225/-0.226864,3.45376,-0.549225;1,13,1,0;40.640523202637;1,0,1;0,1,0;3,1,2;
"
170,178,"2,178;0.95775,-0.445096,1.02029/0.95775,-0.445096,1.02029/0.95775,-0.445096,1.02029;1,23,1,0;40.436016650926;0,1,0;0,1,0;2,1,1;
"
171,178,"0,178;0.953856,-0.443951,1.01621/0.953856,-0.443951,1.01621/0.953856,-0.443951,1.01621;1,23,1,0;40.436003689039;0,1,0;1,0,0;1,1,1/1,2,0/1,3,0/2,1,0/2,4,0/3,3,0;
"
172,180,"2,180;-2.43996,0.629067,-2.35177/-2.43996,0.629067,-2.35177/-2.43996,0.629067,-2.35177;1,6,1,0;40.266463878197;1,0,1;0,1,0;2,1,2;
"
173,180,"0,180;-0.540829,0.880116,-1.36865/-0.540829,0.880116,-1.36865/-0.540829,0.880116,-1.36865;1,11,1,0;40.34124115983;0,1,0;0,1,0;3,1,1;
"
174,180,"0,180;1.64537,1.13637,-0.265116/1.64537,1.13637,-0.265116/1.64537,1.13637,-0.265116;1,13,1,0;40.888930864179;0,1,0;0,1,0;2,1,1/2,10,0/3,2,0/3,7,0;
"
175,181,"2,181;-1.66952,-0.444661,1.07261/-1.66902,-0.443804,1.07284/-1.67003,-0.445518,1.07238;1,21,1,0;40.546403775298;1,0,2;1,1,0;1,1,2/3,6,2;
"
176,181,"0,181;-1.66676,-0.443552,1.06864/-1.66676,-0.443552,1.06864/-1.66676,-0.443552,1.06864;1,21,1,0;40.546390162164;1,0,1;1,0,0;1,1,2;
"
177,181,"0,181;-1.66799,-0.445916,1.06719/-1.66799,-0.445916,1.06719/-1.66799,-0.445916,1.06719;1,21,1,0;40.546391027992;0,1,0;1,0,0;3,2,0/4,1,1;
"
178,181,"0,181;-1.66607,-0.447439,1.06733/-1.66607,-0.447439,1.06733/-1.66607,-0.447439,1.06733;1,21,1,0;40.546391122578;0,1,0;1,0,0;2,8,0/2,9,0/3,6,0/4,1,1/4,4,0/4,6,0;
"
179,182,"2,182;2.46829,-2.35453,0.509144/2.46829,-2.35453,0.509144/2.46829,-2.35453,0.509144;1,19,1,0;40.352036305077;0,1,0;0,1,0;2,1,1/2,2,0;
"
180,185,"2,185;-1.82419,3.58936,1.89845/-1.82419,3.58936,1.89845/-1.82419,3.58936,1.89845;1,29,1,0;40.591205185454;0,1,0;0,1,0;3,1,1;
"
181,186,"2,186;1.71079,0.419746,1.6431/1.71079,0.419746,1.6431/1.71079,0.419746,1.6431;1,27,1,0;40.549607284668;1,0,1;1,0,0;1,1,2;
"
182,187,"2,187;2.51979,-1.64334,0.144526/2.51979,-1.64334,0.144526/2.51979,-1.64334,0.144526;1,15,1,0;40.606284905276;1,0,1;0,1,0;3,1,2;
"
183,188,"2,188;1.80308,-0.955932,-0.192059/1.80308,-0.955932,-0.192059/1.80308,-0.955932,-0.192059;1,16,1,0;40.346394469804;1,0,1;1,0,0;2,2,0/2,4,0/3,5,0/3,6,0/4,1,2;
"
184,196,"2,196;-0.481303,3.52988,0.194314/-0.481303,3.52988,0.194314/-0.481303,3.52988,0.194314;1,17,1,0;40.472884992007;0,1,0;0,1,0;1,6,0/2,2,0/2,3,0/2,4,0/2,5,0/3,1,1/3,3,0;
"
185,196,"0,196;-0.474863,3.5392,0.210794/-0.474863,3.5392,0.210794/-0.474863,3.5392,0.210794;1,17,1,0;40.472895767599;0,1,0;0,1,0;1,6,0/2,1,1/2,2,0/2,4,0/3,2,0;
"
186,196,"0,196;-0.47899,3.52839,0.204205/-0.47899,3.52839,0.204205/-0.47899,3.52839,0.204205;1,17,1,0;40.472897406605;0,1,0;1,0,0;1,1,1/2,1,0/3,10,0;
"
187,200,"2,200;1.04508,-1.26447,-1.91363/1.04508,-1.26447,-1.91363/1.04508,-1.26447,-1.91363;1,5,1,0;40.906288486288;0,1,0;0,1,0;1,9,0/2,1,1/2,2,0/2,9,0/3,6,0/4,8,0;
"
188,200,"0,200;1.05664,-1.26693,-1.91163/1.05664,-1.26693,-1.91163/1.05664,-1.26693,-1.91163;1,5,1,0;40.906287447278;1,0,1;1,0,0;2,8,0/4,1,2;
"
189,200,"0,200;1.05178,-1.2662,-1.91871/1.05178,-1.2662,-1.91871/1.05178,-1.2662,-1.91871;1,5,1,0;40.906287961882;1,0,1;1,0,0;1,1,2;
"
190,200,"0,200;1.2195,1.37879,-1.3718/1.2195,1.37879,-1.3718/1.2195,1.37879,-1.3718;1,7,1,0;40.483206132048;0,1,0;0,1,0;2,1,1;
"
191,201,"2,201;3.10606,2.03969,-0.201854/3.10606,2.03969,-0.201854/3.10606,2.03969,-0.201854;1,13,1,0;40.773084922256;1,0,1;0,1,0;3,1,2;
"
192,201,"0,201;3.04339,1.84962,-0.178882/3.04344,1.84966,-0.178362/3.04335,1.84959,-0.179402;1,13,1,0;40.790946096661;2,1,1;2,0,0;1,2,2/2,5,0/2,8,0/3,2,0/4,1,1;
"
193,202,"2,202;1.48803,0.856456,-0.712749/1.48803,0.856456,-0.712749/1.48803,0.856456,-0.712749;1,12,1,0;40.387212273932;1,0,1;1,0,0;4,1,2;
"
194,204,"2,204;0.688501,0.985071,0.451788/0.689166,0.985365,0.451913/0.687837,0.984777,0.451663;1,17,1,0;40.873796383865;1,0,2;1,1,0;2,2,2/4,1,2;
"
195,204,"0,204;-1.05727,-0.545212,0.368255/-1.05727,-0.545212,0.368255/-1.05727,-0.545212,0.368255;1,23,1,0;40.0604693548173;1,0,1;1,0,0;4,1,2;
"
196,207,"2,207;-2.00158,-1.19428,0.365621/-2.00158,-1.19428,0.365621/-2.00158,-1.19428,0.365621;1,21,1,0;40.145974783325;0,1,0;1,0,0;4,1,1;
"
197,207,"0,207;-0.795672,-0.318702,0.847228/-0.795672,-0.318702,0.847228/-0.795672,-0.318702,0.847228;1,23,1,0;40.253660920279;1,0,1;0,1,0;2,1,2;
"
198,208,"2,208;1.41782,-2.77817,2.01155/1.41782,-2.77817,2.01155/1.41782,-2.77817,2.01155;1,32,1,0;40.36097968909;1,0,1;1,0,0;1,1,2/3,1,0;
"
199,209,"2,209;-0.643502,0.901685,-1.93038/-0.64307,0.901753,-1.93004/-0.643935,0.901617,-1.93073;1,4,1,0;40.673490197738;1,0,1;1,0,0;2,7,3/2,8,0/4,1,2;
"
200,213,"2,213;1.89899,-1.67842,-2.57916/1.89899,-1.67842,-2.57916/1.89899,-1.67842,-2.57916;1,3,1,0;40.569897548729;1,0,1;0,1,0;2,1,2;
"
201,215,"2,215;-0.979566,2.43461,-2.28337/-0.979566,2.43461,-2.28337/-0.979566,2.43461,-2.28337;1,6,1,0;40.165333061818;1,0,1;1,0,0;1,1,2;
"
202,217,"2,217;0.726877,-3.55633,-0.992724/0.726877,-3.55633,-0.992724/0.726877,-3.55633,-0.992724;1,8,1,0;40.934099859785;1,0,1;1,0,0;4,1,2;
"
203,217,"0,217;-2.41102,-3.5625,1.45595/-2.41065,-3.56212,1.45681/-2.41138,-3.56288,1.45509;1,21,1,0;40.819071156454;2,3,1;2,2,1;2,3,1/2,8,0/3,1,0/3,2,1/3,4,0/3,8,0/4,1,1/4,3,2/4,4,0;
"
204,217,"0,217;-2.40916,-3.56195,1.45096/-2.40916,-3.56195,1.45096/-2.40916,-3.56195,1.45096;1,21,1,0;40.819069955937;1,0,1;0,1,0;3,1,2;
"
205,218,"2,218;-0.710085,3.15719,0.475945/-0.709868,3.15796,0.476587/-0.710302,3.15642,0.475303;1,25,1,0;40.161015284386;2,1,1;0,2,1;2,8,1/3,1,2;
"
206,219,"2,219;-0.971382,-2.07613,3.28337/-0.971382,-2.07613,3.28337/-0.971382,-2.07613,3.28337;1,40,1,0;40.671575058934;1,0,1;0,1,0;3,1,2;
"
207,219,"0,219;-0.97328,-2.0742,3.28729/-0.97328,-2.0742,3.28729/-0.97328,-2.0742,3.28729;1,40,1,0;40.671602373094;1,0,1;1,0,0;1,1,2;
"
208,220,"2,220;2.96589,-1.75405,1.95671/2.96589,-1.75405,1.95671/2.96589,-1.75405,1.95671;1,33,1,0;40.183573860787;1,0,1;1,0,0;4,1,2;
"
209,221,"2,221;0.0439009,2.32626,-2.56878/0.0439009,2.32626,-2.56878/0.0439009,2.32626,-2.56878;1,4,1,0;40.137410715797;1,0,1;1,0,0;1,1,2;
"
210,221,"0,221;-2.03636,0.282049,0.794708/-2.03634,0.282231,0.795017/-2.03638,0.281866,0.794398;1,21,1,0;40.468823609874;0,2,0;1,1,0;2,1,0/2,3,0/3,1,1/3,4,0/4,3,1;
"
211,221,"0,221;-2.04058,0.283962,0.783621/-2.04058,0.283962,0.783621/-2.04058,0.283962,0.783621;1,21,1,0;40.468811830257;0,1,0;1,0,0;1,1,1/3,3,0/3,4,0/3,5,0/3,7,0;
"
212,223,"2,223;-0.836719,1.99882,-3.77508/-0.836719,1.99882,-3.77508/-0.836719,1.99882,-3.77508;1,2,1,0;40.0429780850808;1,0,1;1,0,0;4,1,2;
"
213,223,"0,223;1.0643,1.32348,-1.45034/1.0643,1.32348,-1.45034/1.0643,1.32348,-1.45034;1,7,1,0;40.483101123871;0,1,0;1,0,0;4,1,1;
"
214,227,"2,227;0.756569,-0.317422,1.77366/0.756569,-0.317422,1.77366/0.756569,-0.317422,1.77366;1,27,1,0;40.753586567362;1,0,1;1,0,0;4,1,2;
"
215,228,"2,228;-1.40593,2.74022,0.603478/-1.40593,2.74022,0.603478/-1.40593,2.74022,0.603478;1,25,1,0;40.0723337448031;1,0,1;0,1,0;2,1,2;
"
216,230,"2,230;-0.660611,-0.845641,0.17419/-0.660611,-0.845641,0.17419/-0.660611,-0.845641,0.17419;1,16,1,0;40.789012405705;1,0,1;0,1,0;2,1,2;
"
217,230,"0,230;1.67049,-0.112614,1.22689/1.67108,-0.112209,1.22718/1.66989,-0.11302,1.22659;1,26,1,0;40.137716077322;1,0,2;1,1,0;3,1,2/4,5,2;
"
218,234,"2,234;-2.21434,0.868505,0.441299/-2.21434,0.868505,0.441299/-2.21434,0.868505,0.441299;1,17,1,0;40.812145674838;1,0,1;0,1,0;3,1,2;
"
219,234,"0,234;-2.2125,0.863732,0.448295/-2.2125,0.863732,0.448295/-2.2125,0.863732,0.448295;1,17,1,0;40.812145960792;1,0,1;0,1,0;3,1,2;
"
220,234,"0,234;-2.2079,0.862765,0.44688/-2.2079,0.862765,0.44688/-2.2079,0.862765,0.44688;1,17,1,0;40.812146086333;0,1,0;0,1,0;3,1,1;
"
221,234,"0,234;-2.21413,0.86654,0.445009/-2.21407,0.867146,0.445744/-2.21419,0.865934,0.444274;1,17,1,0;40.812145765506;0,2,0;2,0,0;1,1,1/1,8,0/2,2,0/2,5,0/2,10,0/4,10,1;
"
222,234,"0,234;-2.2094,0.860702,0.454862/-2.2094,0.860702,0.454862/-2.2094,0.860702,0.454862;1,17,1,0;40.812158835706;1,0,1;1,0,0;1,1,2;
"
223,235,"2,235;0.837468,0.539957,-2.95792/0.837468,0.539957,-2.95792/0.837468,0.539957,-2.95792;1,2,1,0;40.606511609694;1,0,1;1,0,0;1,1,2;
"
224,235,"0,235;-2.25036,0.830289,-0.488019/-2.25024,0.830621,-0.487893/-2.25048,0.829956,-0.488145;1,10,1,0;40.732757321931;2,1,1;1,1,0;1,1,2/2,1,1;
"
225,235,"0,235;-2.25071,0.824183,-0.487715/-2.25071,0.824183,-0.487715/-2.25071,0.824183,-0.487715;1,10,1,0;40.73275804104;1,0,1;0,1,0;3,1,2;
"
226,235,"0,235;-2.25022,0.83411,-0.486712/-2.25022,0.83411,-0.486712/-2.25022,0.83411,-0.486712;1,10,1,0;40.732756705553;0,1,0;1,0,0;1,1,1/3,1,0;
"
227,236,"2,236;-1.04338,1.24881,-2.01892/-1.04338,1.24881,-2.01892/-1.04338,1.24881,-2.01892;1,6,1,0;40.443345174137;1,0,1;1,0,0;4,1,2;
"
228,237,"2,237;-0.669708,-0.228433,2.29705/-0.669708,-0.228433,2.29705/-0.669708,-0.228433,2.29705;1,31,1,0;40.928597491925;0,1,0;1,0,0;1,3,0/2,1,0/2,3,0/2,4,0/3,4,0/4,1,1;
"
229,238,"2,238;-3.09806,-2.50062,-1.65552/-3.09806,-2.50062,-1.65552/-3.09806,-2.50062,-1.65552;1,9,1,0;40.0687564936048;1,0,1;1,0,0;4,1,2;
"
230,240,"2,240;0.195932,3.27722,-3.28453/0.195932,3.27722,-3.28453/0.195932,3.27722,-3.28453;1,2,1,0;40.152728021004;0,1,0;0,1,0;3,1,1;
"
231,241,"2,241;3.23881,1.57925,-0.28405/3.23881,1.57925,-0.28405/3.23881,1.57925,-0.28405;1,13,1,0;40.786377755456;1,0,1;1,0,0;1,1,2;
"
232,244,"2,244;-1.99327,-0.915344,-0.234028/-1.99325,-0.915338,-0.233976/-1.99329,-0.915351,-0.23408;1,10,1,0;40.782625881854;0,2,0;1,1,0;1,1,1/1,10,0/2,1,1/2,8,0/3,4,0;
"
233,244,"0,244;-1.82693,-0.556389,-0.4429/-1.82693,-0.556389,-0.4429/-1.82693,-0.556389,-0.4429;1,10,1,0;40.635577422585;1,0,1;1,0,0;4,1,2;
"
234,244,"0,244;-1.99479,-0.915525,-0.241249/-1.99479,-0.915525,-0.241249/-1.99479,-0.915525,-0.241249;1,10,1,0;40.78261634961;1,0,1;1,0,0;1,1,2;
"
235,244,"0,244;-1.99458,-0.906732,-0.232624/-1.99458,-0.906732,-0.232624/-1.99458,-0.906732,-0.232624;1,10,1,0;40.78262749309;1,0,1;1,0,0;1,1,2;
"
236,246,"2,246;1.40791,-2.29953,-1.17814/1.40791,-2.29953,-1.17814/1.40791,-2.29953,-1.17814;1,8,1,0;40.811294205962;0,1,0;0,1,0;3,1,1;
"
237,246,"0,246;0.222547,-1.32734,0.169234/0.222547,-1.32734,0.169234/0.222547,-1.32734,0.169234;1,16,1,0;40.88208581126;1,0,1;0,1,0;3,1,2;
"
238,246,"0,246;0.214843,-1.32193,0.171743/0.214843,-1.32193,0.171743/0.214843,-1.32193,0.171743;1,16,1,0;40.88208313242;1,0,1;1,0,0;1,1,2;
"
239,247,"2,247;-0.460072,-2.71256,3.15044/-0.460072,-2.71256,3.15044/-0.460072,-2.71256,3.15044;1,40,1,0;40.868652852428;1,0,1;0,1,0;3,1,2;
"
240,248,"2,248;1.09255,2.04158,-2.11013/1.09255,2.04158,-2.11013/1.09255,2.04158,-2.11013;1,4,1,0;40.76752647719;1,0,1;0,1,0;3,1,2;
"
241,250,"2,250;-3.64828,0.624507,-0.914441/-3.64828,0.624507,-0.914441/-3.64828,0.624507,-0.914441;1,10,1,0;40.294060016913;1,0,1;1,0,0;1,1,2;
"
242,251,"2,251;-2.77671,1.42584,-3.33428/-2.77671,1.42584,-3.33428/-2.77671,1.42584,-3.33428;1,2,1,0;40.263555231482;0,1,0;0,1,0;1,6,0/2,6,0/3,1,1/3,6,0/3,9,0/4,7,0;
"
243,251,"0,251;-2.77843,1.42622,-3.33674/-2.77843,1.42622,-3.33674/-2.77843,1.42622,-3.33674;1,2,1,0;40.263555294767;0,1,0;0,1,0;2,1,1;
"
244,251,"0,251;-2.77183,1.42149,-3.33366/-2.77183,1.42149,-3.33366/-2.77183,1.42149,-3.33366;1,2,1,0;40.263555093045;1,0,1;1,0,0;2,3,0/2,4,0/2,5,0/3,4,0/4,1,2;
"
245,251,"0,251;-2.77818,1.42802,-3.33792/-2.77818,1.42802,-3.33792/-2.77818,1.42802,-3.33792;1,2,1,0;40.263555338276;1,0,1;1,0,0;4,1,2;
"
246,251,"0,251;-2.7739,1.42796,-3.34005/-2.7739,1.42796,-3.34005/-2.7739,1.42796,-3.34005;1,2,1,0;40.263555464847;0,1,0;1,0,0;4,1,1;
"
247,254,"2,254;-2.6111,1.42841,0.731675/-2.6111,1.42841,0.731675/-2.6111,1.42841,0.731675;1,24,1,0;40.194434450834;1,0,1;1,0,0;2,8,0/4,1,2;
"
248,254,"0,254;0.162171,3.19932,1.33011/0.162675,3.20032,1.33068/0.161666,3.19832,1.32953;1,30,1,0;40.0648723898364;2,2,2;3,1,0;1,6,1/1,10,1/2,8,0/3,2,2/4,1,2;
"
249,254,"0,254;0.166055,3.20482,1.33084/0.166055,3.20482,1.33084/0.166055,3.20482,1.33084;1,30,1,0;40.0648727210383;0,1,0;0,1,0;1,10,0/2,6,0/2,9,0/3,1,1/3,8,0/3,9,0/3,10,0/4,9,0;
"
250,254,"0,254;0.161145,3.19754,1.33354/0.161145,3.19754,1.33354/0.161145,3.19754,1.33354;1,30,1,0;40.0648735587844;1,0,1;0,1,0;2,1,2/2,10,0;
"
251,254,"0,254;0.169859,3.20238,1.33136/0.169859,3.20238,1.33136/0.169859,3.20238,1.33136;1,30,1,0;40.0648728963805;1,0,1;1,0,0;2,1,0/4,1,2;
"
252,257,"2,257;2.37306,-0.370981,-0.839473/2.37306,-0.370981,-0.839473/2.37306,-0.370981,-0.839473;1,12,1,0;40.496461431684;1,0,1;1,0,0;4,1,2;
"
253,263,"2,263;-0.762672,-1.3757,-1.18586/-0.762672,-1.3757,-1.18586/-0.762672,-1.3757,-1.18586;1,11,1,0;40.541267731836;0,1,0;1,0,0;4,1,1;
"
254,263,"0,263;-0.157026,-2.06291,0.710763/-0.157026,-2.06291,0.710763/-0.157026,-2.06291,0.710763;1,18,1,0;40.499122211249;0,1,0;1,0,0;1,1,1;
"
255,273,"2,273;-2.88613,0.676922,-2.0491/-2.88613,0.676922,-2.0491/-2.88613,0.676922,-2.0491;1,6,1,0;40.389316683673;0,1,0;0,1,0;3,1,1;
"
256,274,"2,274;-1.12406,-1.80983,2.52426/-1.12406,-1.80983,2.52426/-1.12406,-1.80983,2.52426;1,34,1,0;40.366736190626;1,0,1;1,0,0;1,1,2;
"
257,275,"2,275;2.01348,-0.69179,-3.00271/2.01348,-0.69179,-3.00271/2.01348,-0.69179,-3.00271;1,3,1,0;40.313775593677;1,0,1;0,1,0;2,1,2;
"
258,275,"0,275;0.791819,0.530124,-2.11711/0.791819,0.530124,-2.11711/0.791819,0.530124,-2.11711;1,4,1,0;40.628095568531;0,1,0;0,1,0;2,1,1;
"
259,275,"0,275;-1.38399,2.64914,-0.506433/-1.38399,2.64914,-0.506433/-1.38399,2.64914,-0.506433;1,17,1,0;40.0917863489646;1,0,1;1,0,0;1,1,2;
"
260,276,"2,276;-1.96658,-0.50512,3.22461/-1.96658,-0.50512,3.22461/-1.96658,-0.50512,3.22461;1,41,1,0;40.396535133286;1,0,1;0,1,0;3,1,2;
"
261,276,"0,276;-1.96955,-0.504418,3.22401/-1.96955,-0.504418,3.22401/-1.96955,-0.504418,3.22401;1,41,1,0;40.396534903806;0,1,0;1,0,0;3,1,0/4,1,1;
"
262,276,"0,276;-1.98944,-0.478754,3.21362/-1.98944,-0.478754,3.21362/-1.98944,-0.478754,3.21362;1,41,1,0;40.396586974753;0,1,0;1,0,0;1,1,1;
"
263,277,"2,277;-0.213706,-1.12779,0.493542/-0.213706,-1.12779,0.493542/-0.213706,-1.12779,0.493542;1,23,1,0;40.0334286482835;0,1,0;0,1,0;2,1,1;
"
264,280,"2,280;-1.95521,0.512426,-1.11666/-1.95521,0.512426,-1.11666/-1.95521,0.512426,-1.11666;1,10,1,0;40.235043514181;1,0,1;1,0,0;1,1,2;
"
265,283,"2,283;0.499546,-2.61053,1.65275/0.499546,-2.61053,1.65275/0.499546,-2.61053,1.65275;1,22,1,0;40.879697862643;1,0,1;0,1,0;2,1,2;
"
266,284,"2,284;-0.557863,0.0710074,0.412536/-0.557863,0.0710074,0.412536/-0.557863,0.0710074,0.412536;1,17,1,0;40.693283235551;1,0,1;1,0,0;1,1,2;
"
267,284,"0,284;0.100855,-1.93819,1.18873/0.101473,-1.93809,1.18932/0.100238,-1.93828,1.18813;1,22,1,0;40.261240912451;0,2,0;1,1,0;1,1,1/2,1,0/2,5,0/2,7,0/2,8,0/3,1,0/3,2,0/3,7,1;
"
268,286,"2,286;2.66369,0.642347,0.706409/2.6639,0.642905,0.706476/2.66348,0.641788,0.706341;1,20,1,0;40.84425569748;2,1,1;2,0,0;1,1,2/1,4,1;
"
269,287,"2,287;-2.43239,-1.95725,0.0980956/-2.43239,-1.95725,0.0980956/-2.43239,-1.95725,0.0980956;1,18,1,0;40.0189332024918;1,0,1;1,0,0;4,1,2;
"
270,287,"0,287;-2.82934,-1.30555,0.453219/-2.82934,-1.30555,0.453219/-2.82934,-1.30555,0.453219;1,21,1,0;40.186758386156;0,1,0;0,1,0;2,1,1;
"
271,287,"0,287;-2.8278,-1.30497,0.454183/-2.8278,-1.30497,0.454183/-2.8278,-1.30497,0.454183;1,21,1,0;40.186758306122;1,0,1;1,0,0;1,1,2;
"
272,288,"2,288;-0.481445,3.18262,2.26404/-0.481445,3.18262,2.26404/-0.481445,3.18262,2.26404;1,38,1,0;40.102007858949;1,0,1;0,1,0;2,1,2/2,3,0;
