,PartNumber,Info
"
14,16,"2,16;-2.73132,1.36619,-2.88624/-2.73132,1.36619,-2.88624/-2.73132,1.36619,-2.88624;1,2,1,0;40.686868076189;0,1,0;1,0,0;3,1,0/4,1,1;
"
15,17,"2,17;2.49678,-0.297473,2.29256/2.49685,-0.297246,2.29291/2.49671,-0.297699,2.29221;1,28,1,0;40.899100393019;2,1,1;1,1,0;1,4,0/2,4,0/2,5,0/3,1,2/4,3,1/4,4,0;
"
16,19,"2,19;-1.10505,0.323679,4.0247/-1.10505,0.323679,4.0247/-1.10505,0.323679,4.0247;1,46,1,0;40.609076071912;0,1,0;1,0,0;1,1,1;
"
17,21,"2,21;-1.36481,-1.66054,3.21497/-1.36481,-1.66054,3.21497/-1.36481,-1.66054,3.21497;1,40,1,0;40.493500801509;1,0,1;1,0,0;1,1,2;
"
18,22,"2,22;-2.96785,-1.13582,1.01956/-2.96785,-1.13582,1.01956/-2.96785,-1.13582,1.01956;1,21,1,0;40.625653619595;1,0,1;1,0,0;1,1,2/1,3,0/1,5,0/2,6,0/2,9,0/3,7,0;
"
19,23,"2,23;-0.254688,-2.71609,-3.52588/-0.254688,-2.71609,-3.52588/-0.254688,-2.71609,-3.52588;1,1,1,0;40.955293070414;0,1,0;1,0,0;4,1,1;
"
20,26,"2,26;-2.76258,2.50854,-1.44867/-2.76258,2.50854,-1.44867/-2.76258,2.50854,-1.44867;1,7,1,0;40.360432745165;1,0,1;1,0,0;4,1,2;
"
21,27,"2,27;0.316759,0.130747,3.5912/0.316759,0.130747,3.5912/0.316759,0.130747,3.5912;1,44,1,0;40.707014924782;1,0,1;0,1,0;1,3,0/2,1,2/2,2,0/2,3,0/4,4,0;
"
22,28,"2,28;1.15046,-3.02941,-2.34443/1.15046,-3.02941,-2.34443/1.15046,-3.02941,-2.34443;1,3,1,0;40.964558851856;0,1,0;1,0,0;4,1,1;
"
23,28,"0,28;0.687365,-1.94388,-1.75714/0.688171,-1.94352,-1.75679/0.686558,-1.94424,-1.75748;1,8,1,0;40.232966354429;0,3,0;2,1,0;2,3,0/2,5,0/3,3,0/3,4,0/3,9,1/4,1,1/4,9,1;
"
24,28,"0,28;-1.44193,2.87055,0.74885/-1.44193,2.87055,0.74885/-1.44193,2.87055,0.74885;1,25,1,0;40.518720149158;1,0,1;1,0,0;1,1,2;
"
25,29,"2,29;-0.593223,0.645167,1.07016/-0.593223,0.645167,1.07016/-0.593223,0.645167,1.07016;1,23,1,0;40.589895588081;1,0,1;1,0,0;4,1,2;
"
26,29,"0,29;-0.993508,0.764849,1.37323/-0.993508,0.764849,1.37323/-0.993508,0.764849,1.37323;1,26,1,0;40.886523698084;1,0,1;1,0,0;1,1,2;
"
27,29,"0,29;-1.8956,1.02674,2.06197/-1.8956,1.02674,2.06197/-1.8956,1.02674,2.06197;1,29,1,0;40.949357059083;1,0,1;1,0,0;4,1,2;
"
28,30,"2,30;0.102143,2.25592,-0.789594/0.102143,2.25592,-0.789594/0.102143,2.25592,-0.789594;1,7,1,0;40.862576737531;1,0,1;1,0,0;1,1,2/2,2,0;
"
29,31,"2,31;2.90769,-2.35495,-2.56206/2.90769,-2.35495,-2.56206/2.90769,-2.35495,-2.56206;1,3,1,0;40.536486522645;1,0,1;0,1,0;2,1,2;
"
30,34,"2,34;0.960854,2.66158,2.91416/0.960854,2.66158,2.91416/0.960854,2.66158,2.91416;1,40,1,0;40.0673417098853;1,0,1;1,0,0;1,1,2;
"
31,35,"2,35;1.59589,-2.41325,3.53964/1.59589,-2.41325,3.53964/1.59589,-2.41325,3.53964;1,43,1,0;40.87681892559;0,1,0;1,0,0;4,1,1;
"
32,36,"2,36;-0.247957,2.03197,-2.16288/-0.247957,2.03197,-2.16288/-0.247957,2.03197,-2.16288;1,4,1,0;40.774475183049;1,0,1;0,1,0;2,1,2;
"
33,37,"2,37;-0.663688,-1.2979,-2.96646/-0.663688,-1.2979,-2.96646/-0.663688,-1.2979,-2.96646;1,5,1,0;40.11538631603;1,0,1;1,0,0;4,1,2;
"
34,37,"0,37;0.186606,-1.64133,2.84849/0.186606,-1.64133,2.84849/0.186606,-1.64133,2.84849;1,35,1,0;40.494149359901;1,0,1;1,0,0;1,1,2;
"
35,40,"2,40;0.352922,2.06479,0.711333/0.353348,2.06504,0.711655/0.352496,2.06454,0.711011;1,25,1,0;40.615982229652;2,1,2;2,1,0;1,1,2/2,2,0/2,3,2/4,4,1;
"
36,40,"0,40;0.946006,0.506117,2.27258/0.946006,0.506117,2.27258/0.946006,0.506117,2.27258;1,31,1,0;40.869589011972;1,0,1;0,1,0;2,1,2;
"
37,40,"0,40;1.56831,-1.13112,3.87398/1.56831,-1.13112,3.87398/1.56831,-1.13112,3.87398;1,46,1,0;40.0298339406901;1,0,1;1,0,0;4,1,2;
"
38,41,"2,41;3.37735,1.53267,-0.37625/3.37735,1.53267,-0.37625/3.37735,1.53267,-0.37625;1,12,1,0;40.961147631407;0,1,0;0,1,0;3,1,1;
"
39,41,"0,41;2.92497,1.67505,0.883118/2.92497,1.67505,0.883118/2.92497,1.67505,0.883118;1,20,1,0;40.754159688537;1,0,1;0,1,0;3,1,2;
"
40,41,"0,41;2.54145,1.76166,2.27076/2.54145,1.76166,2.27076/2.54145,1.76166,2.27076;1,31,1,0;40.590663558011;0,1,0;0,1,0;3,1,1;
"
41,42,"2,42;1.76063,-0.726487,1.4295/1.76063,-0.726487,1.4295/1.76063,-0.726487,1.4295;1,27,1,0;40.291015450038;1,0,1;1,0,0;1,1,2/2,3,0/3,4,0/3,6,0/4,8,0;
"
42,42,"0,42;1.76145,-0.729083,1.42708/1.76145,-0.729083,1.42708/1.76145,-0.729083,1.42708;1,27,1,0;40.29101556054;0,1,0;1,0,0;1,1,1/2,1,0;
"
43,42,"0,42;1.79385,-1.90002,2.35284/1.79385,-1.90002,2.35284/1.79385,-1.90002,2.35284;1,33,1,0;40.590077157376;1,0,1;1,0,0;1,1,2;
"
44,43,"2,43;-0.426865,1.86733,0.0438662/-0.426865,1.86733,0.0438662/-0.426865,1.86733,0.0438662;1,17,1,0;40.607145626017;1,0,1;1,0,0;4,1,2;
"
45,44,"2,44;0.0125081,-3.37791,-1.72225/0.0125081,-3.37791,-1.72225/0.0125081,-3.37791,-1.72225;1,8,1,0;40.351781830492;0,1,0;1,0,0;1,1,1;
"
46,45,"2,45;0.0783555,0.128502,-2.8345/0.0783555,0.128502,-2.8345/0.0783555,0.128502,-2.8345;1,2,1,0;40.561425684035;1,0,1;1,0,0;1,1,2;
"
47,46,"2,46;-2.50175,0.602506,-2.8654/-2.50149,0.603207,-2.86478/-2.50201,0.601804,-2.86602;1,2,1,0;40.588906516491;2,2,1;2,1,0;2,4,0/2,5,0/2,7,1/3,6,0/4,1,2/4,6,1;
"
48,46,"0,46;1.73667,1.18859,-0.218644/1.73667,1.18859,-0.218644/1.73667,1.18859,-0.218644;1,13,1,0;40.889158631268;1,0,1;0,1,0;2,1,2;
"
49,48,"2,48;0.881601,3.03252,-0.115492/0.881601,3.03252,-0.115492/0.881601,3.03252,-0.115492;1,17,1,0;40.214575016251;0,1,0;0,1,0;3,1,1;
"
50,49,"2,49;-1.15675,0.863153,0.450929/-1.15675,0.863153,0.450929/-1.15675,0.863153,0.450929;1,17,1,0;40.800526420774;1,0,1;1,0,0;4,1,2;
"
51,50,"2,50;2.14811,-2.97872,-0.382169/2.14811,-2.97872,-0.382169/2.14811,-2.97872,-0.382169;1,15,1,0;40.149934589441;0,1,0;0,1,0;2,1,1;
"
52,50,"0,50;2.5008,-2.35526,0.484917/2.5008,-2.35526,0.484917/2.5008,-2.35526,0.484917;1,19,1,0;40.347033231807;1,0,1;1,0,0;1,1,2/2,3,0/4,1,0;
"
53,51,"2,51;-1.40066,-0.888199,-0.87551/-1.40066,-0.888199,-0.87551/-1.40066,-0.888199,-0.87551;1,10,1,0;40.427294188954;1,0,1;0,1,0;3,1,2;
"
54,51,"0,51;0.880839,-0.795524,1.04698/0.880839,-0.795524,1.04698/0.880839,-0.795524,1.04698;1,23,1,0;40.425669214705;1,0,1;0,1,0;3,1,2;
"
55,51,"0,51;1.90968,-0.760393,1.88347/1.90968,-0.760393,1.88347/1.90968,-0.760393,1.88347;1,34,1,0;40.0162478390696;1,0,1;1,0,0;4,1,2;
"
56,52,"2,52;-0.703767,-2.18216,-3.59235/-0.703767,-2.18216,-3.59235/-0.703767,-2.18216,-3.59235;1,1,1,0;40.942859120524;1,0,1;0,1,0;2,1,2;
"
57,52,"0,52;0.290843,-1.71108,-3.80805/0.290843,-1.71108,-3.80805/0.290843,-1.71108,-3.80805;1,1,1,0;40.346930673293;0,1,0;1,0,0;2,6,0/4,1,1/4,4,0/4,5,0;
"
58,54,"2,54;-0.40104,1.34235,2.86452/-0.40104,1.34235,2.86452/-0.40104,1.34235,2.86452;1,39,1,0;40.591212352664;1,0,1;0,1,0;3,1,2;
"
59,54,"0,54;-0.415204,1.21036,3.21429/-0.415204,1.21036,3.21429/-0.415204,1.21036,3.21429;1,42,1,0;40.388917921501;0,1,0;0,1,0;3,1,1;
"
60,58,"2,58;0.417383,-3.31586,-1.36027/0.417593,-3.3158,-1.36012/0.417173,-3.31591,-1.36043;1,8,1,0;40.51337283093;2,1,1;0,2,0;3,1,2/3,3,1;
"
61,59,"2,59;-1.78493,-2.7221,0.160163/-1.78493,-2.7221,0.160163/-1.78493,-2.7221,0.160163;1,16,1,0;40.947009243335;0,1,0;0,1,0;3,1,1/3,2,0/4,2,0;
"
62,60,"2,60;2.66983,0.888398,-1.76273/2.66983,0.888398,-1.76273/2.66983,0.888398,-1.76273;1,11,1,0;40.083854170958;1,0,1;1,0,0;1,1,2/3,6,0;
"
63,62,"2,62;-2.66353,0.00386512,2.80517/-2.66353,0.00386512,2.80517/-2.66353,0.00386512,2.80517;1,37,1,0;40.93628956263;1,0,1;0,1,0;3,1,2;
"
64,65,"2,65;-0.623577,0.740595,2.11293/-0.623577,0.740595,2.11293/-0.623577,0.740595,2.11293;1,30,1,0;40.871011393347;0,1,0;0,1,0;3,1,1/3,9,0;
"
65,65,"0,65;-0.627743,0.745937,2.1082/-0.627743,0.745937,2.1082/-0.627743,0.745937,2.1082;1,30,1,0;40.870993411029;1,0,1;1,0,0;4,1,2;
"
66,68,"2,68;-2.99388,-0.807232,-1.60818/-2.99388,-0.807232,-1.60818/-2.99388,-0.807232,-1.60818;1,6,1,0;40.830784198408;1,0,1;1,0,0;4,1,2;
"
67,72,"2,72;-1.14391,-0.0446187,-1.73011/-1.14391,-0.0446187,-1.73011/-1.14391,-0.0446187,-1.73011;1,6,1,0;40.797453688048;1,0,1;1,0,0;1,1,2/1,10,0/2,10,0;
"
68,76,"2,76;1.24116,-1.10827,-2.90892/1.24116,-1.10827,-2.90892/1.24116,-1.10827,-2.90892;1,3,1,0;40.331854845924;1,0,1;1,0,0;1,1,2;
"
69,79,"2,79;-0.667264,2.42503,-1.38496/-0.667264,2.42503,-1.38496/-0.667264,2.42503,-1.38496;1,7,1,0;40.389398643459;1,0,1;1,0,0;4,1,2;
"
70,79,"0,79;1.24059,-1.41621,2.64629/1.24059,-1.41621,2.64629/1.24059,-1.41621,2.64629;1,34,1,0;40.482198486289;0,1,0;0,1,0;3,1,1;
"
71,80,"2,80;-2.83233,-2.68059,-0.092797/-2.83233,-2.68059,-0.092797/-2.83233,-2.68059,-0.092797;1,10,1,0;40.930614827046;1,0,1;0,1,0;3,1,2;
"
72,90,"2,90;0.0913495,-3.6095,1.40762/0.0913495,-3.6095,1.40762/0.0913495,-3.6095,1.40762;1,22,1,0;40.625491178748;0,1,0;0,1,0;1,10,0/2,1,1/2,4,0;
"
73,90,"0,90;0.087038,-3.61302,1.40702/0.087038,-3.61302,1.40702/0.087038,-3.61302,1.40702;1,22,1,0;40.625489905472;1,0,1;1,0,0;4,1,2;
"
74,91,"2,91;0.707365,3.66126,-1.3535/0.707365,3.66126,-1.3535/0.707365,3.66126,-1.3535;1,7,1,0;40.259426768366;0,1,0;1,0,0;4,1,1;
"
75,91,"0,91;0.446818,2.32058,0.302162/0.446818,2.32058,0.302162/0.446818,2.32058,0.302162;1,17,1,0;40.579462908252;1,0,1;0,1,0;3,1,2;
"
76,93,"2,93;1.80007,0.579106,-1.65257/1.80095,0.579997,-1.65227/1.79918,0.578215,-1.65286;1,11,1,0;40.0352648217318;2,1,1;0,2,0;3,1,2/3,7,1;
"
77,93,"0,93;2.88753,2.38091,1.80948/2.88753,2.38091,1.80948/2.88753,2.38091,1.80948;1,28,1,0;40.303272897881;0,1,0;1,0,0;1,1,1;
"
78,95,"2,95;-1.84939,-1.53704,-0.797134/-1.84939,-1.53704,-0.797134/-1.84939,-1.53704,-0.797134;1,10,1,0;40.47057452993;1,0,1;0,1,0;3,1,2;
"
79,96,"2,96;-3.3762,-0.837249,-0.449879/-3.3762,-0.837249,-0.449879/-3.3762,-0.837249,-0.449879;1,10,1,0;40.603495408519;1,0,1;1,0,0;1,1,2;
"
80,97,"2,97;0.992204,3.30579,-1.76253/0.992204,3.30579,-1.76253/0.992204,3.30579,-1.76253;1,7,1,0;40.124507773213;0,1,0;1,0,0;1,1,1/2,1,0;
"
81,97,"0,97;1.49218,2.71146,-0.146719/1.49218,2.71146,-0.146719/1.49218,2.71146,-0.146719;1,20,1,0;40.0353198731354;1,0,1;1,0,0;4,1,2;
"
82,98,"2,98;2.29265,3.34572,-0.310911/2.29265,3.34572,-0.310911/2.29265,3.34572,-0.310911;1,13,1,0;40.608064253647;0,1,0;1,0,0;1,1,1;
"
83,99,"2,99;1.55521,-2.69689,0.175499/1.55521,-2.69689,0.175499/1.55521,-2.69689,0.175499;1,15,1,0;40.756030207932;0,1,0;1,0,0;4,1,1;
"
84,100,"2,100;-2.24305,-1.95749,-1.06584/-2.24305,-1.95749,-1.06584/-2.24305,-1.95749,-1.06584;1,9,1,0;40.393336685569;1,0,1;0,1,0;2,1,2;
"
85,100,"0,100;-2.18303,-1.89125,-0.971632/-2.18303,-1.89125,-0.971632/-2.18303,-1.89125,-0.971632;1,9,1,0;40.394494688329;1,0,1;0,1,0;3,1,2;
"
86,100,"0,100;-1.43975,-1.14928,0.126492/-1.43975,-1.14928,0.126492/-1.43975,-1.14928,0.126492;1,16,1,0;40.865465046505;0,1,0;0,1,0;2,1,1;
"
87,104,"2,104;3.22464,-0.34185,0.220044/3.22464,-0.34185,0.220044/3.22464,-0.34185,0.220044;1,19,1,0;40.192992800595;0,1,0;1,0,0;1,5,0/2,7,0/4,1,1;
"
88,105,"2,105;2.84698,1.44794,-2.38755/2.84698,1.44794,-2.38755/2.84698,1.44794,-2.38755;1,4,1,0;40.397254564651;0,1,0;1,0,0;1,1,1;
"
89,107,"2,107;1.47787,1.53526,-2.66653/1.47846,1.53571,-2.66615/1.47728,1.5348,-2.66691;1,3,1,0;40.728095326749;0,2,0;1,1,0;2,3,0/3,5,1/3,6,0/4,1,1;
"
90,111,"2,111;3.27243,2.35354,-1.11054/3.27243,2.35354,-1.11054/3.27243,2.35354,-1.11054;1,11,1,0;40.927255307535;0,1,0;1,0,0;4,1,1;
"
91,112,"2,112;0.415061,-0.227584,-1.98231/0.415061,-0.227584,-1.98231/0.415061,-0.227584,-1.98231;1,4,1,0;40.56865851054;1,0,1;1,0,0;1,1,2;
"
92,113,"2,113;0.427481,1.62799,0.401006/0.427481,1.62799,0.401006/0.427481,1.62799,0.401006;1,17,1,0;40.972527270267;1,0,1;1,0,0;4,1,2;
"
93,118,"2,118;1.29046,2.51445,0.806702/1.29046,2.51445,0.806702/1.29046,2.51445,0.806702;1,20,1,0;40.660604725459;1,0,1;1,0,0;1,1,2;
"
94,118,"0,118;1.02438,2.60895,0.552342/1.02438,2.60895,0.552342/1.02438,2.60895,0.552342;1,26,1,0;40.00949473233038;1,0,1;0,1,0;1,3,0/3,1,2/3,2,0/4,5,0;
"
95,119,"2,119;-2.07442,-1.06498,-1.5352/-2.07442,-1.06498,-1.5352/-2.07442,-1.06498,-1.5352;1,6,1,0;40.925269941904;1,0,1;0,1,0;3,1,2;
"
96,120,"2,120;1.1197,-0.754216,0.386655/1.1197,-0.754216,0.386655/1.1197,-0.754216,0.386655;1,19,1,0;40.500028498249;1,0,1;1,0,0;4,1,2;
"
97,120,"0,120;0.104171,1.6291,1.12242/0.104171,1.6291,1.12242/0.104171,1.6291,1.12242;1,25,1,0;40.816979966568;1,0,1;1,0,0;4,1,2;
"
98,121,"2,121;1.86846,-2.60779,1.05457/1.86846,-2.60779,1.05457/1.86846,-2.60779,1.05457;1,22,1,0;40.142281615066;1,0,1;1,0,0;4,1,2;
"
99,121,"0,121;2.43024,-1.73843,2.60505/2.43024,-1.73843,2.60505/2.43024,-1.73843,2.60505;1,34,1,0;40.427446422647;1,0,1;1,0,0;4,1,2;
"
100,123,"2,123;-4.29894,1.24946,-1.13129/-4.29894,1.24946,-1.13129/-4.29894,1.24946,-1.13129;1,14,1,0;40.0448170846551;1,0,1;1,0,0;4,1,2;
"
101,125,"2,125;-1.11167,3.36897,-0.383469/-1.11167,3.36897,-0.383469/-1.11167,3.36897,-0.383469;1,17,1,0;40.085562674188;1,0,1;0,1,0;3,1,2;
"
102,125,"0,125;0.262572,0.592975,2.59177/0.262572,0.592975,2.59177/0.262572,0.592975,2.59177;1,38,1,0;40.95409684846;1,0,1;0,1,0;3,1,2;
"
103,125,"0,125;0.820591,-0.570922,3.85207/0.820591,-0.570922,3.85207/0.820591,-0.570922,3.85207;1,46,1,0;40.124046152796;1,0,1;1,0,0;4,1,2;
"
104,126,"2,126;-3.00093,-0.684667,-1.41733/-3.00093,-0.684667,-1.41733/-3.00093,-0.684667,-1.41733;1,6,1,0;40.947137676791;0,1,0;1,0,0;1,1,1;
"
105,126,"0,126;-0.255581,-1.03537,3.56989/-0.255581,-1.03537,3.56989/-0.255581,-1.03537,3.56989;1,44,1,0;40.0455467533548;1,0,1;1,0,0;1,1,2;
"
106,126,"0,126;-0.258281,-1.03347,3.57528/-0.258281,-1.03347,3.57528/-0.258281,-1.03347,3.57528;1,44,1,0;40.0455836988261;0,1,0;1,0,0;1,1,1/2,1,0;
"
107,127,"2,127;-1.04694,-2.08424,-0.518879/-1.04694,-2.08424,-0.518879/-1.04694,-2.08424,-0.518879;1,16,1,0;40.251967567292;1,0,1;0,1,0;3,1,2;
"
108,129,"2,129;2.54447,-2.10929,-0.78638/2.54447,-2.10929,-0.78638/2.54447,-2.10929,-0.78638;1,11,1,0;40.978988329832;1,0,1;1,0,0;4,1,2;
"
109,131,"2,131;-2.91297,2.68642,0.350825/-2.91297,2.68642,0.350825/-2.91297,2.68642,0.350825;1,24,1,0;40.0546430234156;0,1,0;0,1,0;3,1,1;
"
110,133,"2,133;-0.591328,1.03241,-0.134077/-0.591328,1.03241,-0.134077/-0.591328,1.03241,-0.134077;1,13,1,0;40.906340936033;1,0,1;1,0,0;1,1,2;
"
111,135,"2,135;3.19622,2.5623,-0.178049/3.19622,2.5623,-0.178049/3.19622,2.5623,-0.178049;1,20,1,0;40.0541351819231;0,1,0;1,0,0;3,1,0/4,1,1;
"
112,137,"2,137;-2.0221,-0.14417,0.944839/-2.0221,-0.14417,0.944839/-2.0221,-0.14417,0.944839;1,21,1,0;40.534066485352;1,0,1;0,1,0;3,1,2;
"
113,138,"2,138;0.742224,3.53467,-2.2329/0.742224,3.53467,-2.2329/0.742224,3.53467,-2.2329;1,4,1,0;40.232221666123;1,0,1;0,1,0;2,2,0/2,3,0/3,1,2;
"
114,138,"0,138;1.1297,3.76308,-0.203864/1.1297,3.76308,-0.203864/1.1297,3.76308,-0.203864;1,17,1,0;40.27294904575;1,0,1;1,0,0;4,1,2;
"
115,141,"2,141;1.60533,2.20654,1.40311/1.60543,2.20687,1.40317/1.60523,2.20621,1.40305;1,28,1,0;40.130267028377;2,1,1;1,1,0;1,1,1/3,3,2;
"
116,141,"0,141;1.60518,2.20767,1.4038/1.60543,2.20847,1.40443/1.60492,2.20687,1.40317;1,28,1,0;40.130266954709;1,0,1;1,0,0;1,6,0/1,9,1/2,6,0/4,1,2;
"
117,141,"0,141;-0.122316,0.327604,4.45471/-0.122316,0.327604,4.45471/-0.122316,0.327604,4.45471;1,46,1,0;40.960430073072;1,0,1;0,1,0;2,1,2;
"
118,142,"2,142;-3.2223,-1.09015,0.444458/-3.2223,-1.09015,0.444458/-3.2223,-1.09015,0.444458;1,21,1,0;40.159923268782;1,0,1;1,0,0;4,1,2;
"
119,145,"2,145;-0.433409,-2.14352,-3.26893/-0.433409,-2.14352,-3.26893/-0.433409,-2.14352,-3.26893;1,5,1,0;40.035850778425;1,0,1;0,1,0;3,1,2/4,10,0;
"
120,148,"2,148;-1.96604,-0.970996,-0.83193/-1.96604,-0.970996,-0.83193/-1.96604,-0.970996,-0.83193;1,10,1,0;40.434733659473;1,0,1;1,0,0;1,1,2;
"
121,148,"0,148;-0.759064,3.17737,0.712895/-0.759064,3.17737,0.712895/-0.759064,3.17737,0.712895;1,25,1,0;40.486170871373;0,1,0;0,1,0;3,1,1;
"
122,148,"0,148;-0.66922,3.50364,0.825637/-0.66922,3.50364,0.825637/-0.66922,3.50364,0.825637;1,25,1,0;40.446341528439;0,1,0;1,0,0;1,1,1/1,2,0/2,1,0;
"
123,148,"0,148;-0.812934,2.9795,0.640822/-0.812934,2.9795,0.640822/-0.812934,2.9795,0.640822;1,25,1,0;40.523811461146;1,0,1;1,0,0;4,1,2;
"
124,151,"2,151;0.261614,0.405298,-2.29382/0.261614,0.405298,-2.29382/0.261614,0.405298,-2.29382;1,4,1,0;40.478180760567;1,0,1;0,1,0;2,1,2;
"
125,157,"2,157;-1.87674,2.44565,0.809289/-1.87674,2.44565,0.809289/-1.87674,2.44565,0.809289;1,24,1,0;40.140986019784;1,0,1;1,0,0;4,1,2;
"
126,157,"0,157;1.06641,1.4402,1.51968/1.06641,1.4402,1.51968/1.06641,1.4402,1.51968;1,26,1,0;40.737723732373;0,1,0;1,0,0;1,1,1;
"
127,160,"2,160;0.444294,0.788455,-3.70735/0.444294,0.788455,-3.70735/0.444294,0.788455,-3.70735;1,1,1,0;40.666178281898;1,0,1;1,0,0;4,1,2;
"
128,162,"2,162;-1.26642,3.07769,0.182585/-1.26642,3.07769,0.182585/-1.26642,3.07769,0.182585;1,17,1,0;40.544294174346;0,1,0;1,0,0;1,1,1/3,4,0;
"
129,162,"0,162;-1.26736,3.07653,0.185527/-1.26736,3.07653,0.185527/-1.26736,3.07653,0.185527;1,17,1,0;40.544306261142;1,0,1;1,0,0;4,1,2;
"
130,162,"0,162;-1.02904,1.9033,0.702858/-1.02904,1.9033,0.702858/-1.02904,1.9033,0.702858;1,25,1,0;40.633643898676;1,0,1;1,0,0;1,1,2;
"
131,163,"2,163;-1.28553,-0.514652,-2.32217/-1.28553,-0.514652,-2.32217/-1.28553,-0.514652,-2.32217;1,5,1,0;40.404837644739;1,0,1;1,0,0;1,1,2;
"
132,164,"2,164;0.978001,2.90016,-1.64465/0.978001,2.90016,-1.64465/0.978001,2.90016,-1.64465;1,7,1,0;40.0962445731713;0,1,0;1,0,0;3,1,0/3,2,0/3,5,0/4,1,1;
"
133,164,"0,164;0.0419667,1.60977,-1.36494/0.0419667,1.60977,-1.36494/0.0419667,1.60977,-1.36494;1,7,1,0;40.4693145551;1,0,1;1,0,0;1,1,2;
"
134,164,"0,164;-2.7263,-1.64677,-0.81616/-2.72579,-1.64622,-0.815685/-2.72681,-1.64731,-0.816636;1,9,1,0;40.473400837626;0,2,0;0,2,0;2,1,1/2,5,1/2,7,0;
"
135,165,"2,165;0.0688718,0.665549,-4.21762/0.0688718,0.665549,-4.21762/0.0688718,0.665549,-4.21762;1,1,1,0;40.134783607675;1,0,1;1,0,0;1,1,2;
"
136,166,"2,166;1.73702,3.66333,-0.524488/1.73702,3.66333,-0.524488/1.73702,3.66333,-0.524488;1,13,1,0;40.65678339076;0,1,0;0,1,0;2,1,1/2,7,0/2,8,0/3,4,0;
"
137,167,"2,167;1.16734,-2.02815,-0.17404/1.1675,-2.02779,-0.17381/1.16718,-2.02852,-0.17427;1,15,1,0;40.524983572018;0,3,0;2,1,0;2,2,0/3,1,1/4,1,1/4,2,1;
"
138,167,"0,167;1.17002,-2.03149,-0.170522/1.17002,-2.03149,-0.170522/1.17002,-2.03149,-0.170522;1,15,1,0;40.524984308699;1,0,1;1,0,0;4,1,2;
"
139,174,"2,174;0.222777,-0.568414,1.10383/0.222777,-0.568414,1.10383/0.222777,-0.568414,1.10383;1,23,1,0;40.446020914899;1,0,1;1,0,0;1,1,2;
"
140,174,"0,174;0.226704,-0.573963,1.11011/0.226704,-0.573963,1.11011/0.226704,-0.573963,1.11011;1,23,1,0;40.446034785745;1,0,1;1,0,0;4,1,2;
"
141,174,"0,174;1.88866,1.06575,1.42814/1.88866,1.06575,1.42814/1.88866,1.06575,1.42814;1,26,1,0;40.807774214564;0,1,0;0,1,0;1,1,0/2,1,1/3,1,0/4,3,0;
