,PartNumber,Info
"
10,9,"2,9;2.33167,-1.68516,-2.34395/2.33167,-1.68516,-2.34395/2.33167,-1.68516,-2.34395;1,3,1,0;40.880389124627;1,0,1;1,0,0;4,1,2;
"
11,11,"2,11;2.81685,0.18767,-0.835382/2.81685,0.18767,-0.835382/2.81685,0.18767,-0.835382;1,12,1,0;40.432253796982;1,0,1;1,0,0;4,1,2;
"
12,14,"2,14;-1.59625,1.83098,-1.09934/-1.59625,1.83098,-1.09934/-1.59625,1.83098,-1.09934;1,7,1,0;40.576853891618;0,1,0;0,1,0;3,1,1;
"
13,14,"0,14;-1.58949,1.82629,-1.0994/-1.58949,1.82629,-1.0994/-1.58949,1.82629,-1.0994;1,7,1,0;40.576854413207;0,1,0;0,1,0;1,6,0/2,1,0/2,2,0/3,1,1/3,2,0;
"
14,18,"2,18;1.24379,0.186558,-1.45822/1.24394,0.187183,-1.4577/1.24364,0.185933,-1.45874;1,11,1,0;40.398269804269;0,3,0;1,2,0;1,1,1/1,3,0/2,1,1/2,2,0/2,3,0/2,4,1;
"
15,18,"0,18;1.53083,0.121061,-1.64872/1.53083,0.121061,-1.64872/1.53083,0.121061,-1.64872;1,11,1,0;40.00671922705447;1,0,1;1,0,0;1,1,2;
"
16,20,"2,20;3.21623,0.855244,1.95073/3.21623,0.855244,1.95073/3.21623,0.855244,1.95073;1,28,1,0;40.674106047044;1,0,1;1,0,0;1,1,2;
"
17,24,"2,24;-1.98736,1.01646,-1.13567/-1.98736,1.01646,-1.13567/-1.98736,1.01646,-1.13567;1,14,1,0;40.0670926443633;1,0,1;1,0,0;1,1,2/2,2,0;
"
18,24,"0,24;-0.587239,1.40726,3.23379/-0.587239,1.40726,3.23379/-0.587239,1.40726,3.23379;1,42,1,0;40.584974924168;0,1,0;0,1,0;3,1,1;
"
19,29,"2,29;0.384985,-1.23403,2.79988/0.384985,-1.23403,2.79988/0.384985,-1.23403,2.79988;1,35,1,0;40.252491182374;0,1,0;0,1,0;1,7,0/2,5,0/2,8,0/2,9,0/3,1,1/3,9,0;
"
20,31,"2,31;0.706979,3.83943,0.569326/0.706979,3.83943,0.569326/0.706979,3.83943,0.569326;1,25,1,0;40.267670224165;0,1,0;0,1,0;2,1,1/3,6,0/3,7,0;
"
21,35,"2,35;-2.06213,-1.32914,-1.60053/-2.06213,-1.32914,-1.60053/-2.06213,-1.32914,-1.60053;1,6,1,0;40.880751910653;1,0,1;0,1,0;2,1,2;
"
22,35,"0,35;-2.06447,-1.32464,-1.60172/-2.06447,-1.32464,-1.60172/-2.06447,-1.32464,-1.60172;1,6,1,0;40.880752013574;1,0,1;0,1,0;2,1,2;
"
23,35,"0,35;0.0444217,1.97284,-0.393622/0.0444217,1.97284,-0.393622/0.0444217,1.97284,-0.393622;1,13,1,0;40.468323411416;0,1,0;1,0,0;4,1,1;
"
24,35,"0,35;0.0859556,2.03888,-0.370935/0.0859556,2.03888,-0.370935/0.0859556,2.03888,-0.370935;1,13,1,0;40.469000662282;1,0,1;1,0,0;1,1,2;
"
25,35,"0,35;0.106878,2.06877,-0.354852/0.106878,2.06877,-0.354852/0.106878,2.06877,-0.354852;1,13,1,0;40.469028464577;1,0,1;1,0,0;4,1,2;
"
26,35,"0,35;0.105815,2.08225,-0.355842/0.105815,2.08225,-0.355842/0.105815,2.08225,-0.355842;1,13,1,0;40.469039469781;1,0,1;1,0,0;1,1,2;
"
27,36,"2,36;0.217357,2.8537,-0.123617/0.217357,2.8537,-0.123617/0.217357,2.8537,-0.123617;1,17,1,0;40.207939462797;0,1,0;0,1,0;2,1,1;
"
28,37,"2,37;0.687574,-0.280573,-1.51939/0.687574,-0.280573,-1.51939/0.687574,-0.280573,-1.51939;1,11,1,0;40.43497117933;0,1,0;0,1,0;3,1,1;
"
29,38,"2,38;1.49227,-1.92176,2.35646/1.49227,-1.92176,2.35646/1.49227,-1.92176,2.35646;1,33,1,0;40.584775911832;1,0,1;1,0,0;1,1,2;
"
30,40,"2,40;-0.0230679,1.83146,1.11824/-0.0230679,1.83146,1.11824/-0.0230679,1.83146,1.11824;1,25,1,0;40.821726964125;1,0,1;0,1,0;2,1,2;
"
31,41,"2,41;3.16192,2.5217,-0.222816/3.16192,2.5217,-0.222816/3.16192,2.5217,-0.222816;1,20,1,0;40.0531367525447;0,1,0;1,0,0;1,1,1;
"
32,43,"2,43;0.68291,0.0536,-1.98969/0.68291,0.0536,-1.98969/0.68291,0.0536,-1.98969;1,4,1,0;40.60914839396;1,0,1;1,0,0;4,1,2;
"
33,43,"0,43;0.488554,0.0719729,-1.79696/0.488554,0.0719729,-1.79696/0.488554,0.0719729,-1.79696;1,4,1,0;40.904768731086;0,1,0;1,0,0;4,1,1;
"
34,46,"2,46;-0.169064,-1.91852,1.63284/-0.169064,-1.91852,1.63284/-0.169064,-1.91852,1.63284;1,22,1,0;40.980133642994;1,0,1;0,1,0;2,1,2;
"
35,46,"0,46;-0.17199,-1.91921,1.63331/-0.17199,-1.91921,1.63331/-0.17199,-1.91921,1.63331;1,22,1,0;40.980146368473;1,0,1;1,0,0;1,1,2;
"
36,48,"2,48;0.962813,2.66054,-2.33872/0.96292,2.66078,-2.3383/0.962706,2.6603,-2.33913;1,4,1,0;40.290771761425;2,1,1;2,0,0;2,1,0/3,3,0/4,1,1/4,3,2;
"
37,49,"2,49;0.214295,2.82438,-1.97526/0.214295,2.82438,-1.97526/0.214295,2.82438,-1.97526;1,4,1,0;40.83296698864;1,0,1;1,0,0;4,1,2;
"
38,49,"0,49;1.99322,2.13485,-1.2903/1.99322,2.13485,-1.2903/1.99322,2.13485,-1.2903;1,11,1,0;40.237689357008;1,0,1;1,0,0;3,8,0/4,1,2;
"
39,51,"2,51;1.96323,0.083193,-0.804504/1.96323,0.083193,-0.804504/1.96323,0.083193,-0.804504;1,12,1,0;40.440883547786;1,0,1;1,0,0;1,1,2;
"
40,53,"2,53;3.76364,0.413394,-1.01538/3.76364,0.413394,-1.01538/3.76364,0.413394,-1.01538;1,12,1,0;40.180494059635;0,1,0;0,1,0;2,1,1/2,3,0/3,3,0/3,5,0/3,7,0;
"
41,53,"0,53;3.76184,0.411232,-1.01724/3.76184,0.411232,-1.01724/3.76184,0.411232,-1.01724;1,12,1,0;40.180494706197;1,0,1;0,1,0;3,1,2;
"
42,56,"2,56;0.443426,-1.26718,1.11019/0.44393,-1.26705,1.11022/0.442921,-1.26732,1.11016;1,23,1,0;40.366466119518;1,0,2;1,1,0;3,4,2/4,1,2;
"
43,66,"2,66;0.490564,-3.08761,1.65213/0.490564,-3.08761,1.65213/0.490564,-3.08761,1.65213;1,22,1,0;40.824792390615;1,0,1;0,1,0;3,1,2;
"
44,66,"0,66;0.488866,-3.08737,1.65362/0.488866,-3.08737,1.65362/0.488866,-3.08737,1.65362;1,22,1,0;40.824805850955;0,1,0;1,0,0;4,1,1;
"
45,69,"2,69;-1.95374,1.01954,0.0782821/-1.95374,1.01954,0.0782821/-1.95374,1.01954,0.0782821;1,14,1,0;40.790301535189;1,0,1;1,0,0;4,1,2;
"
46,70,"2,70;1.71705,1.10225,-1.80818/1.71705,1.10225,-1.80818/1.71705,1.10225,-1.80818;1,11,1,0;40.101947572358;1,0,1;1,0,0;4,1,2;
"
47,72,"2,72;-1.12598,-0.862619,-1.47596/-1.12598,-0.862619,-1.47596/-1.12598,-0.862619,-1.47596;1,6,1,0;40.934119026545;0,1,0;0,1,0;2,1,1;
"
48,74,"2,74;-1.21778,-1.73828,-1.04539/-1.21778,-1.73828,-1.04539/-1.21778,-1.73828,-1.04539;1,9,1,0;40.422316102842;0,1,0;0,1,0;2,1,1;
"
49,75,"2,75;1.74349,-3.10461,0.757632/1.74379,-3.10426,0.757745/1.74318,-3.10495,0.757519;1,19,1,0;40.978373669093;2,1,1;2,0,0;1,3,1/2,1,0/4,1,2;
"
50,75,"0,75;1.83778,-3.4378,0.524676/1.83778,-3.4378,0.524676/1.83778,-3.4378,0.524676;1,19,1,0;40.272953274732;0,1,0;1,0,0;1,1,1;
"
51,75,"0,75;1.25106,-1.374,1.92064/1.25106,-1.374,1.92064/1.25106,-1.374,1.92064;1,33,1,0;40.238506981084;1,0,1;1,0,0;1,1,2;
"
52,76,"2,76;-1.61478,-1.30203,-1.36609/-1.61478,-1.30203,-1.36609/-1.61478,-1.30203,-1.36609;1,6,1,0;40.892971257625;1,0,1;1,0,0;4,1,2;
"
53,77,"2,77;0.669422,2.68647,1.69959/0.669422,2.68647,1.69959/0.669422,2.68647,1.69959;1,30,1,0;40.100893271145;0,1,0;0,1,0;3,1,1;
"
54,79,"2,79;-1.53518,-1.99411,0.431741/-1.53518,-1.99411,0.431741/-1.53518,-1.99411,0.431741;1,18,1,0;40.441121003267;1,0,1;1,0,0;4,1,2;
"
55,85,"2,85;0.910014,-2.81827,-1.35012/0.910014,-2.81827,-1.35012/0.910014,-2.81827,-1.35012;1,8,1,0;40.535745335612;0,1,0;1,0,0;3,1,0/4,1,1;
"
56,86,"2,86;0.763528,-2.48434,-0.141885/0.763528,-2.48434,-0.141885/0.763528,-2.48434,-0.141885;1,15,1,0;40.434367318428;1,0,1;1,0,0;4,1,2;
"
57,96,"2,96;2.00834,-2.46413,0.629456/2.00847,-2.46385,0.629538/2.00821,-2.46441,0.629373;1,19,1,0;40.902394612161;0,2,0;0,2,1;2,1,1/3,5,1;
"
58,103,"2,103;1.30903,2.22388,-0.539422/1.30903,2.22388,-0.539422/1.30903,2.22388,-0.539422;1,13,1,0;40.496924285677;1,0,1;1,0,0;1,1,2;
"
59,106,"2,106;-0.848503,-3.52695,1.86952/-0.848472,-3.52686,1.86955/-0.848535,-3.52704,1.86949;1,32,1,0;40.589065563766;0,2,0;1,1,0;1,1,1/2,1,1;
"
60,112,"2,112;-1.79842,0.140618,1.77783/-1.79842,0.140618,1.77783/-1.79842,0.140618,1.77783;1,30,1,0;40.195767005272;1,0,1;1,0,0;1,1,2;
"
61,114,"2,114;3.645,0.879574,-1.39759/3.645,0.879574,-1.39759/3.645,0.879574,-1.39759;1,12,1,0;40.0740571000581;1,0,1;1,0,0;4,1,2;
"
62,114,"0,114;3.64481,0.883267,-1.39534/3.64481,0.883267,-1.39534/3.64481,0.883267,-1.39534;1,12,1,0;40.0740577809515;1,0,1;1,0,0;2,8,0/4,1,2;
"
63,114,"0,114;3.6469,0.88359,-1.39673/3.6469,0.88359,-1.39673/3.6469,0.88359,-1.39673;1,12,1,0;40.0740578839437;1,0,1;1,0,0;4,1,2;
"
64,115,"2,115;-0.916156,0.804639,1.61697/-0.916156,0.804639,1.61697/-0.916156,0.804639,1.61697;1,30,1,0;40.149086174851;1,0,1;0,1,0;3,1,2;
"
65,118,"2,118;0.794787,-0.941809,-1.73847/0.794787,-0.941809,-1.73847/0.794787,-0.941809,-1.73847;1,8,1,0;40.14090432827;0,1,0;0,1,0;2,6,0/3,1,1;
"
66,119,"2,119;-1.68849,-1.68442,-1.7835/-1.68849,-1.68442,-1.7835/-1.68849,-1.68442,-1.7835;1,9,1,0;40.12387802296;0,1,0;0,1,0;2,1,0/2,6,0/2,7,0/3,1,1/3,3,0/3,5,0/3,6,0/4,4,0;
"
67,122,"2,122;-0.131338,2.36172,-0.214955/-0.131338,2.36172,-0.214955/-0.131338,2.36172,-0.214955;1,17,1,0;40.150936074588;1,0,1;1,0,0;4,1,2;
"
68,122,"0,122;-0.135724,2.35652,-0.208637/-0.135724,2.35652,-0.208637/-0.135724,2.35652,-0.208637;1,17,1,0;40.150947840558;1,0,1;1,0,0;2,5,0/4,1,2;
"
69,123,"2,123;0.646995,3.11737,-2.3243/0.646995,3.11737,-2.3243/0.646995,3.11737,-2.3243;1,4,1,0;40.249875336984;0,1,0;1,0,0;1,1,1;
"
70,124,"2,124;1.02256,2.09356,3.27898/1.02256,2.09356,3.27898/1.02256,2.09356,3.27898;1,42,1,0;40.872514947449;0,1,0;0,1,0;2,1,1;
"
71,125,"2,125;-0.495066,2.28558,-2.00796/-0.495066,2.28558,-2.00796/-0.495066,2.28558,-2.00796;1,4,1,0;40.782604218297;1,0,1;1,0,0;4,1,2;
"
72,126,"2,126;0.447983,2.15786,-2.61921/0.448018,2.15838,-2.6189/0.447948,2.15734,-2.61952;1,4,1,0;40.105806848084;2,1,1;2,0,0;4,1,1/4,8,2;
"
73,128,"2,128;-0.793221,-0.27982,1.87132/-0.793221,-0.27982,1.87132/-0.793221,-0.27982,1.87132;1,30,1,0;40.641265659033;1,0,1;1,0,0;4,1,2;
"
74,130,"2,130;1.44367,3.15698,-0.782758/1.44369,3.15707,-0.782593/1.44366,3.15688,-0.782923;1,13,1,0;40.240914195112;2,1,1;1,1,0;1,1,1/2,2,2/3,6,0/3,7,0;
"
75,131,"2,131;-0.135931,1.1117,-1.72759/-0.135931,1.1117,-1.72759/-0.135931,1.1117,-1.72759;1,11,1,0;40.116574070895;1,0,1;1,0,0;1,1,2;
"
76,131,"0,131;-0.120041,0.825484,-1.49758/-0.120041,0.825484,-1.49758/-0.120041,0.825484,-1.49758;1,11,1,0;40.338423863538;1,0,1;1,0,0;1,1,2;
"
77,132,"2,132;1.4058,1.85168,-0.792708/1.4058,1.85168,-0.792708/1.4058,1.85168,-0.792708;1,7,1,0;40.928334621965;1,0,1;0,1,0;2,1,2;
"
78,133,"2,133;2.29462,-1.89028,-0.440499/2.29462,-1.89028,-0.440499/2.29462,-1.89028,-0.440499;1,12,1,0;40.645385751821;1,0,1;0,1,0;3,1,2;
"
79,137,"2,137;1.96668,-1.21388,-0.586639/1.96668,-1.21388,-0.586639/1.96668,-1.21388,-0.586639;1,12,1,0;40.716484650719;1,0,1;1,0,0;1,1,2;
"
80,139,"2,139;0.334865,1.99626,-0.142053/0.334865,1.99626,-0.142053/0.334865,1.99626,-0.142053;1,13,1,0;40.749715095717;1,0,1;1,0,0;4,1,2;
"
81,139,"0,139;0.373242,1.91647,-0.153803/0.373242,1.91647,-0.153803/0.373242,1.91647,-0.153803;1,13,1,0;40.750253538222;1,0,1;1,0,0;4,1,2;
"
82,140,"2,140;-0.372149,-2.4817,0.1233/-0.372122,-2.48156,0.123882/-0.372177,-2.48184,0.122717;1,15,1,0;40.738455146854;1,0,2;2,0,0;1,1,2/2,7,0/2,8,0/2,10,0/3,9,0/4,9,2;
"
83,140,"0,140;-0.37214,-2.48144,0.124096/-0.372103,-2.48133,0.12431/-0.372177,-2.48156,0.123882;1,15,1,0;40.738455200431;0,1,0;1,0,0;1,4,1/1,5,0/1,8,0/2,2,0/2,3,0/3,1,0/3,3,0/4,1,2;
"
84,140,"0,140;-0.3718,-2.48197,0.126919/-0.3718,-2.48197,0.126919/-0.3718,-2.48197,0.126919;1,15,1,0;40.73845534107;1,0,1;1,0,0;4,1,2;
"
85,142,"2,142;0.621853,2.95614,-2.64468/0.621853,2.95614,-2.64468/0.621853,2.95614,-2.64468;1,4,1,0;40.17282671051;1,0,1;0,1,0;3,1,2/3,2,0/3,7,0/3,8,0/3,9,0;
"
86,142,"0,142;0.622277,2.95692,-2.64629/0.622277,2.95692,-2.64629/0.622277,2.95692,-2.64629;1,4,1,0;40.172826754837;0,1,0;1,0,0;4,1,1;
"
87,143,"2,143;2.35735,1.31969,-1.13512/2.35741,1.31979,-1.13503/2.3573,1.31958,-1.13521;1,11,1,0;40.880321719238;0,2,0;1,1,0;2,7,0/3,1,0/3,2,1/3,10,0/4,1,1/4,7,0;
"
88,143,"0,143;2.63755,1.05134,-1.09146/2.63755,1.05134,-1.09146/2.63755,1.05134,-1.09146;1,11,1,0;40.866069054027;1,0,1;1,0,0;1,1,2;
"
89,143,"0,143;3.72565,0.0121623,-0.878975/3.72565,0.0121623,-0.878975/3.72565,0.0121623,-0.878975;1,12,1,0;40.425109200414;0,0,0;0,0,0;4,1,3;
"
90,146,"2,146;-1.45573,3.35378,0.775289/-1.45556,3.354,0.775596/-1.45589,3.35357,0.774983;1,25,1,0;40.493030765934;2,2,1;2,1,0;1,1,1/1,2,1/2,1,0/2,3,2;
"
91,146,"0,146;-1.45516,3.35395,0.773528/-1.45476,3.3543,0.774983/-1.45556,3.35359,0.772073;1,25,1,0;40.493030688783;0,1,0;1,0,0;1,1,1/1,10,1/2,2,0/2,7,0/2,10,0;
"
92,146,"0,146;-1.18925,2.68744,2.02168/-1.18925,2.68744,2.02168/-1.18925,2.68744,2.02168;1,29,1,0;40.70834996162;0,1,0;1,0,0;4,1,1;
"
93,148,"2,148;-3.81978,-1.40872,1.66874/-3.81978,-1.40872,1.66874/-3.81978,-1.40872,1.66874;1,24,1,0;40.679642136627;0,1,0;0,1,0;2,6,0/3,1,1/3,4,0;
"
94,149,"2,149;-0.187539,3.68899,-1.33595/-0.18731,3.6892,-1.33567/-0.187767,3.68878,-1.33623;1,7,1,0;40.253605572209;0,2,0;0,2,0;2,1,1/2,5,1/3,2,0/3,3,0;
"
95,149,"0,149;-0.192236,3.6862,-1.33721/-0.1916,3.68653,-1.33661/-0.192873,3.68587,-1.33782;1,7,1,0;40.253605449482;0,2,0;2,0,0;1,1,1/1,2,0/1,5,1/2,3,0/3,3,0/3,4,0;
"
96,152,"2,152;-0.537105,-2.28782,-0.90861/-0.537105,-2.28782,-0.90861/-0.537105,-2.28782,-0.90861;1,9,1,0;40.534542874012;1,0,1;1,0,0;4,1,2;
"
97,153,"2,153;2.14496,2.44545,1.09512/2.14496,2.44545,1.09512/2.14496,2.44545,1.09512;1,26,1,0;40.367149406369;0,1,0;1,0,0;4,1,1;
"
98,155,"2,155;2.07089,3.32206,0.0982711/2.07089,3.32206,0.0982711/2.07089,3.32206,0.0982711;1,20,1,0;40.19775437272;1,0,1;1,0,0;1,1,2;
"
99,156,"2,156;0.383147,2.65168,3.4302/0.383147,2.65168,3.4302/0.383147,2.65168,3.4302;1,45,1,0;40.691092466903;1,0,1;1,0,0;1,1,2;
"
100,157,"2,157;-0.0623897,2.15377,2.92387/-0.0623897,2.15377,2.92387/-0.0623897,2.15377,2.92387;1,39,1,0;40.859552710985;1,0,1;1,0,0;2,6,0/4,1,2;
"
101,157,"0,157;-0.0669587,2.15015,2.92298/-0.0669587,2.15015,2.92298/-0.0669587,2.15015,2.92298;1,39,1,0;40.85958220965;1,0,1;1,0,0;4,1,2;
"
102,159,"2,159;-0.327336,-2.02102,0.175651/-0.326501,-2.02036,0.175674/-0.328171,-2.02169,0.175627;1,15,1,0;40.644198846224;2,1,1;2,0,0;1,6,0/2,6,0/2,7,0/3,1,0/3,3,0/4,1,2/4,5,0/4,6,0/4,7,1;
"
103,161,"2,161;2.26868,-3.00677,-1.09753/2.26868,-3.00677,-1.09753/2.26868,-3.00677,-1.09753;1,8,1,0;40.886438589009;1,0,1;0,1,0;2,1,2;
"
104,162,"2,162;0.0710791,-2.60793,0.337834/0.0710791,-2.60793,0.337834/0.0710791,-2.60793,0.337834;1,18,1,0;40.325626874395;1,0,1;1,0,0;4,1,2;
"
105,163,"2,163;-1.40105,-1.41454,-1.29258/-1.40105,-1.41454,-1.29258/-1.40105,-1.41454,-1.29258;1,6,1,0;40.891592196048;1,0,1;0,1,0;2,7,0/3,1,2;
"
106,163,"0,163;-1.41648,-1.40555,-1.33733/-1.41648,-1.40555,-1.33733/-1.41648,-1.40555,-1.33733;1,6,1,0;40.891554551505;0,1,0;1,0,0;3,1,0/4,1,1;
"
107,168,"2,168;-1.1806,0.47854,2.49646/-1.1806,0.47854,2.49646/-1.1806,0.47854,2.49646;1,34,1,0;40.98977152137;1,0,1;0,1,0;2,1,2;
"
108,168,"0,168;-1.17523,0.47994,2.49664/-1.17523,0.47994,2.49664/-1.17523,0.47994,2.49664;1,34,1,0;40.989771184601;1,0,1;1,0,0;1,1,2/3,7,0;
"
109,171,"2,171;2.03191,-1.66791,-2.33461/2.03191,-1.66791,-2.33461/2.03191,-1.66791,-2.33461;1,3,1,0;40.882107919583;1,0,1;1,0,0;3,6,0/4,1,2;
"
110,172,"2,172;1.8069,-0.529771,-1.95171/1.8069,-0.529771,-1.95171/1.8069,-0.529771,-1.95171;1,4,1,0;40.546572573008;1,0,1;0,1,0;3,1,2;
"
111,172,"0,172;1.8458,-0.499499,-1.9471/1.8458,-0.499499,-1.9471/1.8458,-0.499499,-1.9471;1,4,1,0;40.546619559392;1,0,1;1,0,0;4,1,2;
"
112,173,"2,173;-1.57408,-2.34056,2.98009/-1.57408,-2.34056,2.98009/-1.57408,-2.34056,2.98009;1,35,1,0;40.741865420734;0,1,0;1,0,0;2,1,0/4,1,1;
"
113,175,"2,175;1.68925,-2.37108,-1.15806/1.68925,-2.37108,-1.15806/1.68925,-2.37108,-1.15806;1,8,1,0;40.814983150624;0,1,0;1,0,0;1,1,1;
"
114,176,"2,176;-0.21924,-2.27488,0.579655/-0.21924,-2.27488,0.579655/-0.21924,-2.27488,0.579655;1,18,1,0;40.398326630846;1,0,1;0,1,0;3,1,2;
"
115,176,"0,176;0.0790997,-2.02732,0.555394/0.0790997,-2.02732,0.555394/0.0790997,-2.02732,0.555394;1,18,1,0;40.427853272014;1,0,1;1,0,0;1,1,2;
"
116,176,"0,176;0.0784384,-2.01343,0.554825/0.0784384,-2.01343,0.554825/0.0784384,-2.01343,0.554825;1,18,1,0;40.427865742407;1,0,1;1,0,0;1,1,2;
"
117,176,"0,176;0.0803597,-2.01565,0.555975/0.0803597,-2.01565,0.555975/0.0803597,-2.01565,0.555975;1,18,1,0;40.427865833075;1,0,1;1,0,0;1,1,2;
"
118,182,"2,182;-0.373115,-1.45823,-3.25495/-0.373115,-1.45823,-3.25495/-0.373115,-1.45823,-3.25495;1,5,1,0;40.072193655956;1,0,1;0,1,0;3,1,2;
"
119,182,"0,182;-0.498121,-1.51852,-3.38344/-0.498121,-1.51852,-3.38344/-0.498121,-1.51852,-3.38344;1,5,1,0;40.0710828405383;0,1,0;1,0,0;1,1,1;
"
120,184,"2,184;-2.7999,-1.11651,1.50286/-2.7999,-1.11651,1.50286/-2.7999,-1.11651,1.50286;1,23,1,0;40.930361543544;1,0,1;0,1,0;3,1,2;
"
121,185,"2,185;1.91451,1.90332,-1.70183/1.91451,1.90332,-1.70183/1.91451,1.90332,-1.70183;1,11,1,0;40.15617493008;1,0,1;0,1,0;2,8,0/3,1,2;
"
122,186,"2,186;-0.500755,-1.94282,-0.318881/-0.500755,-1.94282,-0.318881/-0.500755,-1.94282,-0.318881;1,15,1,0;40.104774508701;0,1,0;1,0,0;1,1,1;
"
123,186,"0,186;-0.772524,-0.44498,0.648691/-0.772524,-0.44498,0.648691/-0.772524,-0.44498,0.648691;1,23,1,0;40.250898678538;1,0,1;0,1,0;3,1,2;
"
124,187,"2,187;-2.56604,-0.854293,3.54773/-2.56597,-0.854209,3.54774/-2.56611,-0.854378,3.54771;1,44,1,0;40.271184057782;2,1,1;1,1,0;1,1,1/2,1,2;
"
125,188,"2,188;-1.35629,-1.59537,-1.14552/-1.35622,-1.59473,-1.14552/-1.35636,-1.59601,-1.14552;1,9,1,0;40.420981080415;2,1,1;1,1,0;2,1,1/4,2,2;
"
126,192,"2,192;-0.821906,0.513352,3.45791/-0.82189,0.513795,3.45809/-0.821922,0.51291,3.45774;1,44,1,0;40.886182809758;2,1,1;0,2,1;2,3,0/2,4,0/2,5,2/2,6,0/3,1,1/3,4,0/3,5,0/3,6,0/3,7,0/3,8,0/3,9,0/4,1,0;
"
127,194,"2,194;-0.29816,-2.69603,0.18216/-0.29816,-2.69603,0.18216/-0.29816,-2.69603,0.18216;1,15,1,0;40.738983695245;1,0,1;0,1,0;3,1,2;
"
128,194,"0,194;-2.33072,0.418847,2.57226/-2.33072,0.418847,2.57226/-2.33072,0.418847,2.57226;1,36,1,0;40.375453569947;1,0,1;0,1,0;2,1,2;
"
129,195,"2,195;1.22103,-2.97087,-1.94954/1.22103,-2.97087,-1.94954/1.22103,-2.97087,-1.94954;1,5,1,0;40.708458225389;1,0,1;0,1,0;3,1,2;
"
130,195,"0,195;-0.738476,-2.33779,0.735709/-0.738476,-2.33779,0.735709/-0.738476,-2.33779,0.735709;1,18,1,0;40.537898892172;1,0,1;1,0,0;1,1,2;
"
131,200,"2,200;-2.11503,0.44056,-2.26374/-2.11503,0.44056,-2.26374/-2.11503,0.44056,-2.26374;1,6,1,0;40.283519757381;1,0,1;1,0,0;1,1,2/2,3,0/3,3,0;
"
132,203,"2,203;-0.524459,-3.27737,-0.0665383/-0.524459,-3.27737,-0.0665383/-0.524459,-3.27737,-0.0665383;1,15,1,0;40.359690172142;1,0,1;1,0,0;4,1,2;
"
133,203,"0,203;-0.536125,-3.26521,-0.0673075/-0.536125,-3.26521,-0.0673075/-0.536125,-3.26521,-0.0673075;1,15,1,0;40.359700967865;1,0,1;1,0,0;4,1,2;
"
134,203,"0,203;-0.959324,-3.10118,-0.141266/-0.959324,-3.10118,-0.141266/-0.959324,-3.10118,-0.141266;1,16,1,0;40.264112373291;1,0,1;1,0,0;1,1,2;
"
135,204,"2,204;1.60306,1.78086,-0.489635/1.60306,1.78086,-0.489635/1.60306,1.78086,-0.489635;1,12,1,0;40.988857455267;0,1,0;1,0,0;4,1,1;
"
136,206,"2,206;-0.501083,2.09671,-0.527685/-0.501083,2.09671,-0.527685/-0.501083,2.09671,-0.527685;1,13,1,0;40.47407667697;1,0,1;1,0,0;4,1,2;
"
137,206,"0,206;-0.541422,1.94454,-0.43166/-0.541422,1.94454,-0.43166/-0.541422,1.94454,-0.43166;1,13,1,0;40.47432542042;1,0,1;1,0,0;1,1,2;
"
138,207,"2,207;0.354617,1.45005,-2.91203/0.354617,1.45005,-2.91203/0.354617,1.45005,-2.91203;1,2,1,0;40.670176123077;1,0,1;1,0,0;4,1,2;
