,PartNumber,Info
"
26,35,"0,35;-2.65262,-1.6505,2.21959/-2.65262,-1.6505,2.21959/-2.65262,-1.6505,2.21959;1,36,1,0;40.0516245043708;1,0,1;0,1,0;2,1,2;
"
27,37,"2,37;-2.37534,1.74537,-0.361047/-2.37494,1.74569,-0.360813/-2.37574,1.74504,-0.36128;1,14,1,0;40.288860469038;0,2,0;1,1,0;3,1,1/3,2,0/4,3,1;
"
28,37,"0,37;-2.62203,1.21126,-1.1084/-2.62203,1.21126,-1.1084/-2.62203,1.21126,-1.1084;1,14,1,0;40.0625695118934;0,1,0;0,1,0;1,5,0/2,1,1/2,2,0/2,4,0/2,5,0;
"
29,37,"0,37;-2.37425,1.74591,-0.362325/-2.37425,1.74591,-0.362325/-2.37425,1.74591,-0.362325;1,14,1,0;40.288859748899;0,1,0;1,0,0;1,1,1/2,1,0;
"
30,40,"2,40;-0.896397,2.19254,-0.577268/-0.896397,2.19254,-0.577268/-0.896397,2.19254,-0.577268;1,13,1,0;40.478180386856;0,1,0;0,1,0;2,1,1/3,4,0/3,6,0;
"
31,41,"2,41;-1.15854,-0.992027,0.485421/-1.15802,-0.991164,0.486338/-1.15907,-0.99289,0.484504;1,23,1,0;40.0237951208914;2,1,1;1,1,0;2,1,2/4,10,1;
"
32,41,"0,41;-1.16006,-0.990946,0.487022/-1.16006,-0.990946,0.487022/-1.16006,-0.990946,0.487022;1,23,1,0;40.0237960002897;0,1,0;0,1,0;2,1,1/2,2,0/2,4,0/2,9,0/3,6,0;
"
33,41,"0,41;-1.15789,-0.991571,0.484389/-1.15775,-0.991164,0.484504/-1.15802,-0.991978,0.484274;1,23,1,0;40.0237951874005;1,0,1;1,0,0;4,1,1/4,2,2;
"
34,44,"2,44;2.94395,-0.879892,2.82524/2.94395,-0.879892,2.82524/2.94395,-0.879892,2.82524;1,36,1,0;40.925117418065;0,1,0;1,0,0;1,1,1/3,2,0;
"
35,45,"2,45;-2.5004,-0.336549,1.78126/-2.5004,-0.336549,1.78126/-2.5004,-0.336549,1.78126;1,24,1,0;40.75859481022;1,0,1;1,0,0;4,1,2;
"
36,46,"2,46;1.15882,-0.720173,-2.6369/1.15927,-0.719586,-2.63677/1.15838,-0.720761,-2.63702;1,2,1,0;40.997460280544;0,2,0;0,2,1;2,1,1/2,9,0/3,3,1;
"
37,48,"2,48;0.396324,-1.66688,-1.28706/0.396324,-1.66688,-1.28706/0.396324,-1.66688,-1.28706;1,8,1,0;40.662972777135;0,1,0;1,0,0;4,1,1;
"
38,49,"2,49;0.609016,0.44609,1.69937/0.609016,0.44609,1.69937/0.609016,0.44609,1.69937;1,27,1,0;40.534180755687;1,0,1;0,1,0;2,1,2;
"
39,49,"0,49;0.503997,0.0107942,2.26251/0.503997,0.0107942,2.26251/0.503997,0.0107942,2.26251;1,31,1,0;40.884262151516;1,0,1;0,1,0;3,1,2;
"
40,50,"2,50;-2.15142,-1.68257,-2.42334/-2.15142,-1.68257,-2.42334/-2.15142,-1.68257,-2.42334;1,5,1,0;40.494955484262;1,0,1;1,0,0;1,1,2;
"
41,52,"2,52;2.49222,1.5578,-0.53382/2.49266,1.55836,-0.533109/2.49179,1.55723,-0.534532;1,12,1,0;40.980964207898;2,2,2;1,3,1;2,2,1/3,7,2/3,8,1/4,1,2;
"
42,52,"0,52;2.49212,1.55843,-0.529985/2.49212,1.55843,-0.529985/2.49212,1.55843,-0.529985;1,12,1,0;40.980964316612;1,0,1;0,1,0;2,1,2;
"
43,52,"0,52;2.48759,1.55986,-0.538431/2.48759,1.55986,-0.538431/2.48759,1.55986,-0.538431;1,12,1,0;40.980955115969;1,0,1;1,0,0;1,1,2;
"
44,52,"0,52;1.4477,3.31408,-0.800409/1.4477,3.31408,-0.800409/1.4477,3.31408,-0.800409;1,13,1,0;40.241462436434;1,0,1;1,0,0;4,1,2;
"
45,54,"2,54;1.73499,0.181913,-2.0154/1.73499,0.181913,-2.0154/1.73499,0.181913,-2.0154;1,4,1,0;40.603477278497;1,0,1;1,0,0;1,1,2;
"
46,56,"2,56;1.49379,-3.13582,0.507708/1.49379,-3.13582,0.507708/1.49379,-3.13582,0.507708;1,18,1,0;40.217529836881;0,1,0;0,1,0;3,1,1;
"
47,56,"0,56;1.08109,-1.93286,1.60204/1.08109,-1.93286,1.60204/1.08109,-1.93286,1.60204;1,22,1,0;40.967409655648;1,0,1;1,0,0;4,1,2;
"
48,56,"0,56;0.687373,-0.742861,2.70321/0.687373,-0.742861,2.70321/0.687373,-0.742861,2.70321;1,34,1,0;40.674032651564;0,1,0;1,0,0;1,1,1;
"
49,57,"2,57;-0.585225,-2.39032,-2.9062/-0.585225,-2.39032,-2.9062/-0.585225,-2.39032,-2.9062;1,5,1,0;40.185282184589;1,0,1;1,0,0;4,1,2;
"
50,59,"2,59;-1.7883,-0.583007,3.42194/-1.7883,-0.583007,3.42194/-1.7883,-0.583007,3.42194;1,44,1,0;40.312669503445;1,0,1;1,0,0;1,1,2;
"
51,61,"2,61;-2.67884,2.3415,1.5556/-2.67884,2.3415,1.5556/-2.67884,2.3415,1.5556;1,24,1,0;40.97194638183;0,1,0;1,0,0;4,1,1;
"
52,61,"0,61;-0.899941,1.87877,1.69569/-0.899941,1.87877,1.69569/-0.899941,1.87877,1.69569;1,29,1,0;40.33131015699;0,1,0;0,1,0;2,1,1;
"
53,62,"2,62;-4.35478,0.753401,-0.453309/-4.35478,0.753401,-0.453309/-4.35478,0.753401,-0.453309;1,10,1,0;40.717323737289;1,0,1;0,1,0;2,1,2/4,2,0;
"
54,62,"0,62;-4.35285,0.757175,-0.451099/-4.35285,0.757175,-0.451099/-4.35285,0.757175,-0.451099;1,10,1,0;40.717324694298;1,0,1;0,1,0;2,1,2;
"
55,63,"2,63;-1.61039,0.611108,-0.182045/-1.61039,0.611108,-0.182045/-1.61039,0.611108,-0.182045;1,14,1,0;40.386256655132;1,0,1;1,0,0;4,1,2;
"
56,63,"0,63;-1.38341,1.28568,0.0601649/-1.3834,1.28568,0.0601789/-1.38343,1.28568,0.060151;1,17,1,0;40.651762126551;0,2,0;1,1,0;1,1,1/2,2,1;
"
57,70,"2,70;0.799417,-0.684579,-3.61581/0.799417,-0.684579,-3.61581/0.799417,-0.684579,-3.61581;1,1,1,0;40.818036758494;0,1,0;1,0,0;1,1,1;
"
58,72,"2,72;-0.777057,-0.138782,1.56735/-0.776271,-0.138598,1.56739/-0.777843,-0.138966,1.56731;1,30,1,0;40.210897265051;2,1,1;0,2,1;2,7,1/3,1,2/3,10,0;
"
59,74,"2,74;1.17794,3.17063,-1.70444/1.17794,3.17063,-1.70444/1.17794,3.17063,-1.70444;1,7,1,0;40.125216065765;0,1,0;1,0,0;1,1,1;
"
60,76,"2,76;2.6656,-0.909519,3.46936/2.6656,-0.909519,3.46936/2.6656,-0.909519,3.46936;1,44,1,0;40.127927567066;0,1,0;0,1,0;2,1,1;
"
61,76,"0,76;2.66281,-0.911611,3.47089/2.66281,-0.911611,3.47089/2.66281,-0.911611,3.47089;1,44,1,0;40.127928161364;1,0,1;0,1,0;3,1,2;
"
62,78,"2,78;0.495432,3.84098,0.138708/0.495432,3.84098,0.138708/0.495432,3.84098,0.138708;1,17,1,0;40.449147479837;0,1,0;1,0,0;1,1,1/2,1,0;
"
63,81,"2,81;-0.180248,-1.96681,-1.26793/-0.180021,-1.96677,-1.26782/-0.180476,-1.96685,-1.26804;1,8,1,0;40.648306374331;0,3,0;1,2,0;3,1,1/3,2,1/4,1,1;
"
64,81,"0,81;-0.160491,-2.08827,-1.1438/-0.160491,-2.08827,-1.1438/-0.160491,-2.08827,-1.1438;1,8,1,0;40.791118348587;0,1,0;0,1,0;2,1,1/3,2,0/3,6,0;
"
65,84,"2,84;-0.438214,-1.4045,-1.73862/-0.438214,-1.4045,-1.73862/-0.438214,-1.4045,-1.73862;1,8,1,0;40.155779576408;1,0,1;1,0,0;4,1,2;
"
66,85,"2,85;0.321755,1.9265,0.792414/0.322474,1.92669,0.792658/0.321036,1.92631,0.792169;1,25,1,0;40.614962016202;0,2,0;2,0,0;1,4,1/2,4,0/2,5,0/4,1,1;
"
67,85,"0,85;0.325603,1.93457,0.789935/0.325603,1.93457,0.789935/0.325603,1.93457,0.789935;1,25,1,0;40.614978715014;1,0,1;1,0,0;4,1,2;
"
68,89,"2,89;0.291119,0.274827,1.47569/0.291119,0.274827,1.47569/0.291119,0.274827,1.47569;1,23,1,0;40.686492930081;1,0,1;0,1,0;2,1,2/4,4,0;
"
69,89,"0,89;0.287373,0.275219,1.47679/0.287373,0.275219,1.47679/0.287373,0.275219,1.47679;1,23,1,0;40.68649378731;1,0,1;0,1,0;2,4,0/3,1,2;
"
70,92,"2,92;-1.13252,-2.37482,-3.58542/-1.13252,-2.37482,-3.58542/-1.13252,-2.37482,-3.58542;1,1,1,0;40.94403915859;1,0,1;0,1,0;3,1,2;
"
71,96,"2,96;2.64829,-1.97472,1.04238/2.64829,-1.97472,1.04238/2.64829,-1.97472,1.04238;1,22,1,0;40.234643832108;0,1,0;0,1,0;1,9,0/2,8,0/2,10,0/3,1,1/3,7,0;
"
72,96,"0,96;2.65043,-1.97584,1.04138/2.6508,-1.97574,1.04182/2.65007,-1.97593,1.04094;1,22,1,0;40.234643941246;0,2,0;2,0,0;1,1,1/2,3,0/3,3,0/4,1,1;
"
73,96,"0,96;2.65519,-1.97928,1.04679/2.65519,-1.97928,1.04679/2.65519,-1.97928,1.04679;1,22,1,0;40.234645061728;1,0,1;1,0,0;4,1,2;
"
74,96,"0,96;3.11864,-1.0976,2.33332/3.11864,-1.0976,2.33332/3.11864,-1.0976,2.33332;1,33,1,0;40.312914742721;1,0,1;0,1,0;3,1,2;
"
75,97,"2,97;-0.410751,1.91534,1.33063/-0.410751,1.91534,1.33063/-0.410751,1.91534,1.33063;1,29,1,0;40.244846653497;0,1,0;0,1,0;1,1,0/3,1,1/4,1,0;
"
76,98,"2,98;-1.0622,1.32373,0.0809835/-1.0622,1.32373,0.0809835/-1.0622,1.32373,0.0809835;1,17,1,0;40.655910771128;1,0,1;1,0,0;4,1,2;
"
77,103,"2,103;1.29222,3.78461,0.715608/1.29222,3.78461,0.715608/1.29222,3.78461,0.715608;1,20,1,0;40.599156759892;1,0,1;0,1,0;2,1,2;
"
78,104,"2,104;-0.391202,-3.03361,0.485038/-0.390543,-3.03299,0.485942/-0.391862,-3.03422,0.484133;1,18,1,0;40.293727782753;1,0,2;0,2,1;2,1,2/3,8,2;
"
79,104,"0,104;-0.399975,-3.04563,0.397381/-0.399975,-3.04563,0.397381/-0.399975,-3.04563,0.397381;1,18,1,0;40.293643398364;0,1,0;0,1,0;2,1,1;
"
80,104,"0,104;-0.392038,-3.0344,0.483862/-0.391862,-3.03422,0.484133/-0.392214,-3.03458,0.48359;1,18,1,0;40.293727761829;0,1,0;1,0,0;1,1,1/2,4,2;
"
81,105,"2,105;1.68637,1.88026,-0.28474/1.68637,1.88026,-0.28474/1.68637,1.88026,-0.28474;1,13,1,0;40.760268538044;0,1,0;0,1,0;3,1,1;
"
82,105,"0,105;1.68478,1.87727,-0.283432/1.68478,1.87727,-0.283432/1.68478,1.87727,-0.283432;1,13,1,0;40.760269319733;0,1,0;0,1,0;2,1,1;
"
83,108,"2,108;0.814307,1.42108,-3.01243/0.814307,1.42108,-3.01243/0.814307,1.42108,-3.01243;1,2,1,0;40.667807400587;1,0,1;0,1,0;2,1,2;
"
84,110,"2,110;-2.04867,-1.0983,-1.99137/-2.04845,-1.09815,-1.99126/-2.04889,-1.09845,-1.99148;1,5,1,0;40.933115797769;0,2,0;1,1,0;1,2,0/1,3,1/3,1,1;
"
85,115,"2,115;3.57221,1.3386,-0.207445/3.57221,1.3386,-0.207445/3.57221,1.3386,-0.207445;1,13,1,0;40.860834708984;1,0,1;0,1,0;3,1,2;
"
86,118,"2,118;1.91013,-2.58232,1.10659/1.91013,-2.58232,1.10659/1.91013,-2.58232,1.10659;1,22,1,0;40.143284876107;1,0,1;1,0,0;1,1,2;
"
87,126,"2,126;2.08428,1.75665,-1.67601/2.08428,1.75665,-1.67601/2.08428,1.75665,-1.67601;1,11,1,0;40.149269590274;1,0,1;0,1,0;2,1,2;
"
88,128,"2,128;-1.21651,-2.61772,-0.861399/-1.21635,-2.61741,-0.86131/-1.21668,-2.61804,-0.861488;1,9,1,0;40.578158676451;0,2,0;1,1,0;1,4,1/2,1,1/2,2,0/2,3,0;
"
89,129,"2,129;-1.04689,0.138254,2.92954/-1.04688,0.138261,2.92956/-1.0469,0.138247,2.92953;1,37,1,0;40.972800611694;0,2,0;1,1,0;1,2,1/2,1,1/2,2,0/2,10,0;
"
90,129,"0,129;-1.13832,-0.0668372,2.9026/-1.13832,-0.0668372,2.9026/-1.13832,-0.0668372,2.9026;1,37,1,0;40.860862142337;1,0,1;1,0,0;4,1,2;
"
91,129,"0,129;-1.0476,0.137711,2.93064/-1.0476,0.137711,2.93064/-1.0476,0.137711,2.93064;1,37,1,0;40.972802433305;0,1,0;1,0,0;3,5,0/4,1,1;
"
92,132,"2,132;-2.81101,-1.5625,1.7376/-2.81101,-1.5625,1.7376/-2.81101,-1.5625,1.7376;1,24,1,0;40.667635142825;1,0,1;0,1,0;2,4,0/3,1,2/3,7,0/4,6,0;
"
93,140,"2,140;0.954801,0.786092,0.106507/0.954801,0.786092,0.106507/0.954801,0.786092,0.106507;1,16,1,0;40.585493971272;1,0,1;1,0,0;1,1,2;
"
94,145,"2,145;2.8109,-2.08434,-0.428289/2.8109,-2.08434,-0.428289/2.8109,-2.08434,-0.428289;1,12,1,0;40.638643528881;1,0,1;0,1,0;2,1,2;
"
95,147,"2,147;0.488667,1.05327,-0.478025/0.488914,1.05393,-0.477653/0.48842,1.05261,-0.478397;1,13,1,0;40.406831043045;1,0,2;0,2,1;2,1,2/3,1,2;
"
96,151,"2,151;0.262074,2.42208,1.12076/0.262074,2.42208,1.12076/0.262074,2.42208,1.12076;1,25,1,0;40.881911542583;0,1,0;0,1,0;2,1,1;
"
97,152,"2,152;1.29511,0.0266176,-0.305652/1.29511,0.0266176,-0.305652/1.29511,0.0266176,-0.305652;1,16,1,0;40.50628180452;1,0,1;0,1,0;2,1,2;
"
98,154,"2,154;-1.66515,1.10155,-0.1935/-1.66515,1.10155,-0.1935/-1.66515,1.10155,-0.1935;1,14,1,0;40.436088708834;1,0,1;0,1,0;2,1,2;
"
99,154,"0,154;-1.66469,1.10528,-0.192086/-1.66469,1.10528,-0.192086/-1.66469,1.10528,-0.192086;1,14,1,0;40.436099270874;0,1,0;0,1,0;3,1,1/3,4,0/3,5,0/3,9,0;
"
100,154,"0,154;-1.66822,1.11017,-0.196871/-1.66822,1.11017,-0.196871/-1.66822,1.11017,-0.196871;1,14,1,0;40.436087514757;1,0,1;1,0,0;4,1,2;
"
101,158,"2,158;2.07091,0.307309,0.129618/2.07091,0.307309,0.129618/2.07091,0.307309,0.129618;1,16,1,0;40.664616350028;1,0,1;1,0,0;1,1,2;
"
102,161,"2,161;2.53837,-3.34291,0.131444/2.53837,-3.34291,0.131444/2.53837,-3.34291,0.131444;1,15,1,0;40.850393916624;1,0,1;1,0,0;1,1,2;
"
103,161,"0,161;-1.74877,0.317085,0.944863/-1.74866,0.317357,0.945094/-1.74888,0.316814,0.944632;1,23,1,0;40.536655352727;0,2,0;1,1,0;1,3,1/2,1,1;
"
104,162,"2,162;-0.429955,-0.127945,1.68407/-0.429955,-0.127945,1.68407/-0.429955,-0.127945,1.68407;1,27,1,0;40.644648363832;1,0,1;0,1,0;3,1,2;
"
105,164,"2,164;0.9478,2.64314,-1.43847/0.9478,2.64314,-1.43847/0.9478,2.64314,-1.43847;1,7,1,0;40.334260862095;0,1,0;1,0,0;1,1,1;
"
106,165,"2,165;-1.59927,3.54284,1.68401/-1.59927,3.54284,1.68401/-1.59927,3.54284,1.68401;1,29,1,0;40.482602896653;1,0,1;0,1,0;3,1,2;
"
107,167,"2,167;0.182407,1.55595,-2.66236/0.182724,1.55619,-2.66208/0.182091,1.55571,-2.66263;1,4,1,0;40.0910103724658;2,1,1;1,1,0;1,5,0/1,6,0/1,7,0/1,8,0/1,9,0/2,4,1/2,5,0/3,9,0/3,10,0/4,1,2/4,8,0/4,9,0;
"
108,167,"0,167;0.181361,1.55894,-2.66127/0.181361,1.55894,-2.66127/0.181361,1.55894,-2.66127;1,4,1,0;40.091010424852;0,1,0;1,0,0;1,1,1;
"
109,168,"2,168;3.2006,0.0827908,1.99248/3.2006,0.0827908,1.99248/3.2006,0.0827908,1.99248;1,28,1,0;40.748625970577;1,0,1;1,0,0;4,1,2;
"
110,170,"2,170;-1.08712,0.210695,0.353404/-1.08712,0.210695,0.353404/-1.08712,0.210695,0.353404;1,17,1,0;40.699537347014;1,0,1;0,1,0;2,1,2/2,3,0;
"
111,175,"2,175;2.41674,-0.0724759,-2.27271/2.41674,-0.0724759,-2.27271/2.41674,-0.0724759,-2.27271;1,3,1,0;40.77013202529;1,0,1;1,0,0;1,1,2;
"
112,177,"2,177;0.067023,1.24992,2.81682/0.067023,1.24992,2.81682/0.067023,1.24992,2.81682;1,39,1,0;40.574727424171;0,1,0;1,0,0;1,1,1/2,1,0/3,1,0/3,3,0/4,5,0;
"
113,177,"0,177;0.16908,-0.407719,3.45336/0.16908,-0.407719,3.45336/0.16908,-0.407719,3.45336;1,44,1,0;40.364999841521;1,0,1;1,0,0;1,1,2;
"
114,178,"2,178;1.65429,0.362072,0.685028/1.65429,0.362072,0.685028/1.65429,0.362072,0.685028;1,20,1,0;40.893594770958;1,0,1;1,0,0;4,1,2;
"
115,183,"2,183;-0.391554,-1.79507,-0.167909/-0.391554,-1.79507,-0.167909/-0.391554,-1.79507,-0.167909;1,15,1,0;40.546225602471;0,1,0;0,1,0;1,1,0/1,3,0/2,1,1/2,3,0/2,4,0;
"
116,183,"0,183;-1.22987,-2.10596,-0.134855/-1.22987,-2.10596,-0.134855/-1.22987,-2.10596,-0.134855;1,16,1,0;40.273039993732;1,0,1;0,1,0;3,1,2;
"
117,183,"0,183;-1.22868,-2.10708,-0.138054/-1.22868,-2.10708,-0.138054/-1.22868,-2.10708,-0.138054;1,16,1,0;40.273040824172;1,0,1;1,0,0;1,1,2;
"
118,187,"2,187;1.65355,3.04263,0.756039/1.65355,3.04263,0.756039/1.65355,3.04263,0.756039;1,20,1,0;40.655141334247;1,0,1;1,0,0;1,1,2;
"
119,193,"2,193;-0.226583,-2.0624,-1.96896/-0.226583,-2.0624,-1.96896/-0.226583,-2.0624,-1.96896;1,5,1,0;40.826751017692;1,0,1;0,1,0;3,1,2;
"
120,193,"0,193;-0.229253,-2.06052,-1.96161/-0.229253,-2.06052,-1.96161/-0.229253,-2.06052,-1.96161;1,5,1,0;40.826759937503;1,0,1;1,0,0;4,1,2;
"
121,195,"2,195;0.130112,1.18131,1.82128/0.130112,1.18131,1.82128/0.130112,1.18131,1.82128;1,27,1,0;40.405822209453;1,0,1;1,0,0;4,1,2;
"
122,195,"0,195;0.126766,1.11329,1.88152/0.126766,1.11329,1.88152/0.126766,1.11329,1.88152;1,30,1,0;40.901009211311;0,1,0;0,1,0;3,1,1;
"
123,196,"2,196;-0.152258,-3.11445,0.449734/-0.152258,-3.11445,0.449734/-0.152258,-3.11445,0.449734;1,18,1,0;40.233618938817;1,0,1;0,1,0;3,1,2;
"
124,197,"2,197;-1.31401,-0.556128,-2.00655/-1.31401,-0.556128,-2.00655/-1.31401,-0.556128,-2.00655;1,5,1,0;40.965230439884;1,0,1;1,0,0;1,1,2/2,3,0;
"
125,203,"2,203;0.181634,2.2054,1.29161/0.181634,2.2054,1.29161/0.181634,2.2054,1.29161;1,30,1,0;40.0177172002915;0,1,0;1,0,0;4,1,1;
"
126,209,"2,209;1.99741,0.905303,-1.93985/1.99741,0.905303,-1.93985/1.99741,0.905303,-1.93985;1,4,1,0;40.657974036598;0,1,0;0,1,0;3,1,1;
"
127,209,"0,209;2.18202,1.03077,-1.68474/2.18202,1.03077,-1.68474/2.18202,1.03077,-1.68474;1,11,1,0;40.0973970821146;1,0,1;0,1,0;2,1,2;
"
128,209,"0,209;2.17869,1.03325,-1.68154/2.17869,1.03325,-1.68154/2.17869,1.03325,-1.68154;1,11,1,0;40.097396160906;1,0,1;1,0,0;1,1,2;
"
129,212,"2,212;-0.808482,1.16509,-2.38351/-0.808482,1.16509,-2.38351/-0.808482,1.16509,-2.38351;1,4,1,0;40.42832718803;1,0,1;1,0,0;1,1,2;
"
130,213,"2,213;-3.17445,-0.515821,1.65454/-3.17445,-0.515821,1.65454/-3.17445,-0.515821,1.65454;1,24,1,0;40.763883289807;1,0,1;1,0,0;1,1,2/3,7,0;
"
131,214,"2,214;-1.06673,-0.504303,0.746437/-1.06673,-0.504303,0.746437/-1.06673,-0.504303,0.746437;1,23,1,0;40.250210619584;1,0,1;1,0,0;2,5,0/4,1,2;
"
132,216,"2,216;2.2951,0.73862,1.19348/2.29511,0.738644,1.1935/2.29509,0.738596,1.19345;1,26,1,0;40.199480202306;0,2,0;1,1,0;1,1,1/2,1,1;
"
133,217,"2,217;0.711203,1.01123,0.440734/0.711203,1.01123,0.440734/0.711203,1.01123,0.440734;1,17,1,0;40.874700508301;1,0,1;0,1,0;2,1,2/3,3,0/3,8,0;
"
134,217,"0,217;0.471859,0.791618,0.4235/0.471859,0.791618,0.4235/0.471859,0.791618,0.4235;1,17,1,0;40.784093922706;1,0,1;1,0,0;4,1,2;
"
135,217,"0,217;2.26724,2.33988,0.559091/2.26724,2.33988,0.559091/2.26724,2.33988,0.559091;1,20,1,0;40.48044303532;1,0,1;0,1,0;2,1,2;
"
136,220,"2,220;2.8612,1.32511,-0.108579/2.8612,1.32511,-0.108579/2.8612,1.32511,-0.108579;1,13,1,0;40.855537445389;1,0,1;1,0,0;1,1,2;
"
137,221,"2,221;1.3329,3.02954,-1.02906/1.3329,3.02954,-1.02906/1.3329,3.02954,-1.02906;1,7,1,0;40.701957595822;0,1,0;0,1,0;2,1,1;
"
138,223,"2,223;0.0970347,1.1703,-3.8263/0.0970347,1.1703,-3.8263/0.0970347,1.1703,-3.8263;1,1,1,0;40.566439903458;1,0,1;0,1,0;2,1,2;
"
139,224,"2,224;3.20339,1.54795,-0.290156/3.20339,1.54795,-0.290156/3.20339,1.54795,-0.290156;1,13,1,0;40.786404308279;1,0,1;0,1,0;2,1,0/2,3,0/2,10,0/3,1,2;
