,PartNumber,Info
"
26,25,"2,25;0.0496377,2.68353,0.12142/0.0496377,2.68353,0.12142/0.0496377,2.68353,0.12142;1,17,1,0;40.560377640892;1,0,1;0,1,0;2,1,2/3,6,0;
"
27,25,"0,25;0.0506798,2.68496,0.116431/0.0506798,2.68496,0.116431/0.0506798,2.68496,0.116431;1,17,1,0;40.560365379733;1,0,1;1,0,0;4,1,2;
"
28,25,"0,25;0.0495144,2.68253,0.120702/0.0495144,2.68253,0.120702/0.0495144,2.68253,0.120702;1,17,1,0;40.560377557198;0,1,0;1,0,0;1,1,1/1,9,0/4,9,0;
"
29,25,"0,25;0.564051,1.20982,1.35551/0.564051,1.20982,1.35551/0.564051,1.20982,1.35551;1,26,1,0;40.792475770434;1,0,1;1,0,0;1,1,2;
"
30,25,"0,25;0.93685,0.172086,2.2501/0.93685,0.172086,2.2501/0.93685,0.172086,2.2501;1,31,1,0;40.874235922925;0,1,0;1,0,0;4,1,1;
"
31,26,"2,26;-2.77037,-1.76779,-0.744239/-2.77037,-1.76779,-0.744239/-2.77037,-1.76779,-0.744239;1,9,1,0;40.472756835317;0,1,0;1,0,0;4,1,1;
"
32,27,"2,27;0.139907,-1.56852,1.12145/0.140635,-1.56838,1.12196/0.139178,-1.56866,1.12095;1,22,1,0;40.283661241786;2,2,1;1,2,0;1,8,0/2,10,0/3,1,2/3,7,1/3,8,0/3,9,0/3,10,0/4,9,1;
"
33,27,"0,27;0.141953,-1.56122,1.116/0.141953,-1.56122,1.116/0.141953,-1.56122,1.116;1,22,1,0;40.283647264859;0,1,0;0,1,0;3,1,1/3,2,0;
"
34,27,"0,27;0.144611,-1.55652,1.12015/0.144611,-1.55652,1.12015/0.144611,-1.55652,1.12015;1,22,1,0;40.28365975751;1,0,1;1,0,0;1,1,2;
"
35,27,"0,27;0.138846,-1.56206,1.11999/0.138846,-1.56206,1.11999/0.138846,-1.56206,1.11999;1,22,1,0;40.283660019441;1,0,1;1,0,0;4,1,2;
"
36,27,"0,27;0.138384,-1.56686,1.12654/0.138384,-1.56686,1.12654/0.138384,-1.56686,1.12654;1,22,1,0;40.28366144551;1,0,1;1,0,0;4,1,2;
"
37,27,"0,27;0.512468,-1.64974,2.88863/0.512468,-1.64974,2.88863/0.512468,-1.64974,2.88863;1,35,1,0;40.488911406363;1,0,1;0,1,0;3,1,2;
"
38,28,"2,28;0.881339,-2.036,-0.502545/0.881339,-2.036,-0.502545/0.881339,-2.036,-0.502545;1,15,1,0;40.0931489019438;0,1,0;0,1,0;3,1,1;
"
39,28,"0,28;2.9152,1.16619,2.44449/2.9152,1.16619,2.44449/2.9152,1.16619,2.44449;1,31,1,0;40.756478065363;1,0,1;1,0,0;4,1,2;
"
40,30,"2,30;1.11655,1.94006,1.94336/1.1166,1.94006,1.94351/1.11651,1.94006,1.94321;1,31,1,0;40.208847263899;0,2,0;1,1,0;1,1,1/2,2,1;
"
41,30,"0,30;0.450583,3.52822,1.76136/0.450583,3.52822,1.76136/0.450583,3.52822,1.76136;1,31,1,0;40.125416650143;0,1,0;1,0,0;4,1,1;
"
42,33,"2,33;1.29037,0.821091,-0.736096/1.29037,0.821091,-0.736096/1.29037,0.821091,-0.736096;1,12,1,0;40.386962426132;0,1,0;1,0,0;1,1,1;
"
43,34,"2,34;0.410521,1.55771,-0.290945/0.410521,1.55771,-0.290945/0.410521,1.55771,-0.290945;1,13,1,0;40.809914358836;1,0,1;1,0,0;1,1,2/3,10,0;
"
44,34,"0,34;0.968755,2.23013,0.17921/0.968951,2.23044,0.179662/0.968559,2.22982,0.178757;1,17,1,0;40.57205336045;1,0,2;1,1,0;2,4,2/3,1,0/3,2,0/4,1,2;
"
45,37,"2,37;0.061962,1.63607,1.1307/0.061962,1.63607,1.1307/0.061962,1.63607,1.1307;1,25,1,0;40.815859080194;1,0,1;1,0,0;4,1,2;
"
46,42,"2,42;3.1243,-0.602013,-1.13058/3.1243,-0.602013,-1.13058/3.1243,-0.602013,-1.13058;1,11,1,0;40.648457948257;0,1,0;1,0,0;4,1,1;
"
47,42,"0,42;3.15766,-0.254166,0.421162/3.15766,-0.254166,0.421162/3.15766,-0.254166,0.421162;1,19,1,0;40.602241266852;0,1,0;0,1,0;2,1,1;
"
48,43,"2,43;2.72606,0.594568,-0.482014/2.72606,0.594568,-0.482014/2.72606,0.594568,-0.482014;1,12,1,0;40.871198601136;0,1,0;0,1,0;3,1,1;
"
49,45,"2,45;-2.46798,0.644638,-1.44676/-2.46704,0.644863,-1.44585/-2.46892,0.644413,-1.44768;1,10,1,0;40.00954777260164;0,2,0;0,2,0;3,1,1/3,6,1;
"
50,45,"0,45;-2.46452,0.641086,-1.44603/-2.46452,0.641086,-1.44603/-2.46452,0.641086,-1.44603;1,10,1,0;40.00954724813897;0,1,0;1,0,0;1,1,1;
"
51,45,"0,45;-2.40693,0.356544,-1.35744/-2.40693,0.356544,-1.35744/-2.40693,0.356544,-1.35744;1,10,1,0;40.0398082413091;0,1,0;1,0,0;4,1,1;
"
52,45,"0,45;-1.90402,-1.45444,-0.78098/-1.90402,-1.45444,-0.78098/-1.90402,-1.45444,-0.78098;1,10,1,0;40.469549297328;1,0,1;1,0,0;3,4,0/4,1,2;
"
53,48,"2,48;2.77381,-3.27887,-0.441997/2.77381,-3.27887,-0.441997/2.77381,-3.27887,-0.441997;1,15,1,0;40.172600342624;1,0,1;1,0,0;4,1,2;
"
54,48,"0,48;1.33868,-0.708133,0.357117/1.33868,-0.708133,0.357117/1.33868,-0.708133,0.357117;1,19,1,0;40.504468888388;0,1,0;0,1,0;3,1,1;
"
55,48,"0,48;1.33321,-0.70772,0.359922/1.33321,-0.70772,0.359922/1.33321,-0.70772,0.359922;1,19,1,0;40.504482533705;1,0,1;0,1,0;3,1,2;
"
56,48,"0,48;1.34695,-0.7049,0.35577/1.34695,-0.7049,0.35577/1.34695,-0.7049,0.35577;1,19,1,0;40.504469416267;0,1,0;1,0,0;1,1,1/2,1,0;
"
57,48,"0,48;1.34362,-0.704098,0.363202/1.34362,-0.704098,0.363202/1.34362,-0.704098,0.363202;1,19,1,0;40.504470840818;1,0,1;1,0,0;1,2,0/1,6,0/1,7,0/2,5,0/2,7,0/2,8,0/4,1,2;
"
58,49,"2,49;-0.145899,1.62871,-0.512392/-0.145295,1.6288,-0.511667/-0.146503,1.62863,-0.513117;1,13,1,0;40.432639494647;0,2,0;1,1,0;2,1,1/4,2,1;
"
59,50,"2,50;2.63819,2.02854,1.91925/2.63819,2.02854,1.91925/2.63819,2.02854,1.91925;1,28,1,0;40.542995445471;1,0,1;0,1,0;3,1,2;
"
60,50,"0,50;2.63914,2.02639,1.92087/2.63914,2.02639,1.92087/2.63914,2.02639,1.92087;1,28,1,0;40.542994248365;1,0,1;1,0,0;1,1,2;
"
61,51,"2,51;0.0556422,3.29032,2.80649/0.0556422,3.29032,2.80649/0.0556422,3.29032,2.80649;1,40,1,0;40.267128948609;1,0,1;0,1,0;2,1,2;
"
62,53,"2,53;-1.14174,0.246148,-0.0947986/-1.14174,0.246148,-0.0947986/-1.14174,0.246148,-0.0947986;1,16,1,0;40.484666216622;0,1,0;0,1,0;3,1,1;
"
63,53,"0,53;-1.35406,0.276835,0.128303/-1.35406,0.276835,0.128303/-1.35406,0.276835,0.128303;1,16,1,0;40.695885075115;1,0,1;1,0,0;4,1,2;
"
64,53,"0,53;-1.3608,0.273913,0.130868/-1.3608,0.273913,0.130868/-1.3608,0.273913,0.130868;1,16,1,0;40.695896466879;1,0,1;1,0,0;1,1,2;
"
65,53,"0,53;-3.50077,0.433987,2.28894/-3.50045,0.434364,2.28939/-3.50109,0.433609,2.28849;1,36,1,0;40.326801874567;2,1,1;0,2,1;2,7,1/3,1,2/3,9,0;
"
66,53,"0,53;-3.49991,0.43482,2.28771/-3.49919,0.435447,2.28787/-3.50064,0.434193,2.28755;1,36,1,0;40.326803394625;2,3,1;3,1,0;1,1,1/1,2,1/1,5,2/2,1,1;
"
67,53,"0,53;-3.50663,0.456721,2.29477/-3.50651,0.457115,2.29489/-3.50675,0.456327,2.29465;1,36,1,0;40.326810698634;2,1,1;1,1,0;1,1,1/2,4,2;
"
68,53,"0,53;-3.50043,0.432726,2.29565/-3.50043,0.432726,2.29565/-3.50043,0.432726,2.29565;1,36,1,0;40.326799749062;1,0,1;1,0,0;4,1,2;
"
69,53,"0,53;-3.50375,0.434829,2.29093/-3.50375,0.434829,2.29093/-3.50375,0.434829,2.29093;1,36,1,0;40.32680210644;0,0,0;0,0,0;1,1,3/2,1,0/2,2,0;
"
70,53,"0,53;-3.51033,0.44913,2.2855/-3.51033,0.44913,2.2855/-3.51033,0.44913,2.2855;1,36,1,0;40.326808032091;0,1,0;1,0,0;3,1,0/4,1,1;
"
71,53,"0,53;-3.51162,0.448771,2.29486/-3.51162,0.448771,2.29486/-3.51162,0.448771,2.29486;1,36,1,0;40.326810015896;1,0,1;1,0,0;1,1,2;
"
72,56,"2,56;-0.216845,-2.33396,1.49934/-0.216845,-2.33396,1.49934/-0.216845,-2.33396,1.49934;1,22,1,0;40.461768979808;1,0,1;0,1,0;3,1,2;
"
73,56,"0,56;-0.213808,-2.33502,1.49907/-0.213457,-2.33434,1.5002/-0.214159,-2.3357,1.49793;1,22,1,0;40.461768048498;2,1,1;2,0,0;1,1,1/4,9,2;
"
74,56,"0,56;-0.21652,-2.33765,1.49832/-0.21652,-2.33765,1.49832/-0.21652,-2.33765,1.49832;1,22,1,0;40.461768877946;1,0,1;1,0,0;4,1,2;
"
75,56,"0,56;-0.27536,-2.90922,1.29866/-0.27536,-2.90922,1.29866/-0.27536,-2.90922,1.29866;1,22,1,0;40.549617580806;1,0,1;1,0,0;1,1,2;
"
76,56,"0,56;0.233027,1.67185,2.90913/0.233027,1.67185,2.90913/0.233027,1.67185,2.90913;1,39,1,0;40.725308895175;1,0,1;1,0,0;2,1,0/4,1,2;
"
77,56,"0,56;0.230793,1.67361,2.90628/0.230793,1.67361,2.90628/0.230793,1.67361,2.90628;1,39,1,0;40.725310985384;0,1,0;1,0,0;2,8,0/3,5,0/4,1,1/4,4,0;
"
78,56,"0,56;0.228401,1.67443,2.90301/0.228401,1.67443,2.90301/0.228401,1.67443,2.90301;1,39,1,0;40.725311252554;0,1,0;1,0,0;1,1,1;
"
79,56,"0,56;0.227021,1.68037,2.90628/0.227021,1.68037,2.90628/0.227021,1.68037,2.90628;1,39,1,0;40.72531384567;1,0,1;1,0,0;1,1,2;
"
80,57,"2,57;3.26927,2.0946,-0.840321/3.26927,2.0946,-0.840321/3.26927,2.0946,-0.840321;1,12,1,0;40.278045149522;1,0,1;0,1,0;2,1,2;
"
81,57,"0,57;3.18829,2.40862,-0.38944/3.18829,2.40862,-0.38944/3.18829,2.40862,-0.38944;1,13,1,0;40.513333604155;1,0,1;1,0,0;4,1,2;
"
82,59,"2,59;-0.966939,0.716436,0.180735/-0.966939,0.716436,0.180735/-0.966939,0.716436,0.180735;1,16,1,0;40.607204430264;1,0,1;0,1,0;2,1,2;
"
83,59,"0,59;-0.975812,0.711208,0.187078/-0.975812,0.711208,0.187078/-0.975812,0.711208,0.187078;1,16,1,0;40.607205113368;1,0,1;0,1,0;2,1,2;
"
84,59,"0,59;-0.975588,0.707783,0.18027/-0.975588,0.707783,0.18027/-0.975588,0.707783,0.18027;1,16,1,0;40.607205736199;1,0,1;0,1,0;2,3,0/2,6,0/2,7,0/3,1,2/3,4,0/3,8,0;
"
85,59,"0,59;-0.977079,0.708328,0.184525/-0.977079,0.708328,0.184525/-0.977079,0.708328,0.184525;1,16,1,0;40.607205856746;0,1,0;0,1,0;2,1,1;
"
86,59,"0,59;-0.982193,0.70363,0.183704/-0.982193,0.70363,0.183704/-0.982193,0.70363,0.183704;1,16,1,0;40.607206968465;1,0,1;0,1,0;3,1,2;
"
87,59,"0,59;-0.974776,0.708839,0.176722/-0.974776,0.708839,0.176722/-0.974776,0.708839,0.176722;1,16,1,0;40.607193179139;1,0,1;1,0,0;1,1,2/2,10,0;
"
88,59,"0,59;-0.9719,0.71,0.17965/-0.9719,0.71,0.17965/-0.9719,0.71,0.17965;1,16,1,0;40.607204805302;1,0,1;1,0,0;3,8,0/4,1,2;
"
89,59,"0,59;-0.97639,0.710219,0.184426/-0.97639,0.710219,0.184426/-0.97639,0.710219,0.184426;1,16,1,0;40.607205046397;1,0,1;1,0,0;1,1,2/2,6,0/2,8,0;
"
90,59,"0,59;-3.5414,1.25396,1.98618/-3.5414,1.25396,1.98618/-3.5414,1.25396,1.98618;1,29,1,0;40.872901387541;1,0,1;1,0,0;4,1,2;
"
91,61,"2,61;-0.167953,-1.87963,-1.33343/-0.167953,-1.87963,-1.33343/-0.167953,-1.87963,-1.33343;1,8,1,0;40.648396072331;0,1,0;0,1,0;3,1,1;
"
92,62,"2,62;1.11025,-2.30509,-0.511425/1.11025,-2.30509,-0.511425/1.11025,-2.30509,-0.511425;1,12,1,0;40.606850834009;0,1,0;1,0,0;1,1,1;
"
93,62,"0,62;1.29124,0.199065,2.62471/1.29124,0.199065,2.62471/1.29124,0.199065,2.62471;1,34,1,0;40.943999398806;1,0,1;1,0,0;4,1,2;
"
94,62,"0,62;1.32419,1.09679,3.74429/1.32419,1.09679,3.74429/1.32419,1.09679,3.74429;1,46,1,0;40.356723938958;1,0,1;1,0,0;1,1,2;
"
95,63,"2,63;-0.564529,-1.35917,2.08005/-0.564529,-1.35917,2.08005/-0.564529,-1.35917,2.08005;1,30,1,0;40.373523628337;0,1,0;0,1,0;3,1,1;
"
96,65,"2,65;2.32811,1.5601,0.138375/2.32827,1.56026,0.138824/2.32795,1.55994,0.137926;1,20,1,0;40.322842022371;1,0,2;2,0,0;1,8,2/4,1,2;
"
97,68,"2,68;0.196097,-0.653192,3.5302/0.196097,-0.653192,3.5302/0.196097,-0.653192,3.5302;1,44,1,0;40.201273836267;1,0,1;0,1,0;3,1,2;
"
98,70,"2,70;-3.89867,0.132457,-0.36784/-3.89867,0.132457,-0.36784/-3.89867,0.132457,-0.36784;1,10,1,0;40.671683189944;0,1,0;0,1,0;3,1,1;
"
99,70,"0,70;-3.03662,-0.157537,1.13576/-3.03662,-0.157537,1.13576/-3.03662,-0.157537,1.13576;1,21,1,0;40.525870687598;1,0,1;0,1,0;2,1,2;
"
100,70,"0,70;-2.49659,-0.344278,2.1219/-2.49659,-0.344278,2.1219/-2.49659,-0.344278,2.1219;1,30,1,0;40.574380048394;0,1,0;1,0,0;1,1,1;
"
101,71,"2,71;-0.439043,-2.13692,-3.27657/-0.439043,-2.13692,-3.27657/-0.439043,-2.13692,-3.27657;1,5,1,0;40.0358492003046;0,1,0;0,1,0;2,1,1;
"
102,71,"0,71;-2.15441,-1.15402,-2.59548/-2.15441,-1.15402,-2.59548/-2.15441,-1.15402,-2.59548;1,5,1,0;40.370315776009;0,1,0;0,1,0;3,1,1;
"
103,72,"2,72;-1.02933,1.29112,1.68292/-1.02933,1.29112,1.68292/-1.02933,1.29112,1.68292;1,29,1,0;40.286236912652;1,0,1;0,1,0;3,1,2;
"
104,73,"2,73;-2.37459,-0.190336,-1.60447/-2.37459,-0.190336,-1.60447/-2.37459,-0.190336,-1.60447;1,6,1,0;40.789204715541;0,1,0;0,1,0;2,1,1;
"
105,74,"2,74;-3.30561,1.50777,0.798557/-3.30561,1.50777,0.798557/-3.30561,1.50777,0.798557;1,24,1,0;40.202483915879;1,0,1;1,0,0;1,1,2;
"
106,76,"2,76;-2.46958,1.00104,0.178949/-2.46958,1.00104,0.178949/-2.46958,1.00104,0.178949;1,14,1,0;40.786209735297;1,0,1;1,0,0;4,1,2;
"
107,77,"2,77;2.10462,-1.10363,-0.1909/2.10462,-1.10363,-0.1909/2.10462,-1.10363,-0.1909;1,16,1,0;40.348842949027;0,1,0;1,0,0;4,1,1;
"
108,78,"2,78;2.19658,1.24728,-2.68224/2.19658,1.24728,-2.68224/2.19658,1.24728,-2.68224;1,3,1,0;40.731898987335;1,0,1;1,0,0;4,1,2;
"
109,81,"2,81;-1.1317,4.12426,-0.406393/-1.1317,4.12426,-0.406393/-1.1317,4.12426,-0.406393;1,17,1,0;40.052285806349;1,0,1;0,1,0;2,1,2;
"
110,83,"2,83;-2.76706,-1.15994,1.11543/-2.76692,-1.15951,1.11594/-2.7672,-1.16037,1.11492;1,21,1,0;40.620732606329;2,1,1;1,1,0;2,1,2/2,4,0/3,6,0/4,6,1;
"
111,83,"0,83;-2.77056,-1.1633,1.11359/-2.77056,-1.1633,1.11359/-2.77056,-1.1633,1.11359;1,21,1,0;40.620733748639;1,0,1;1,0,0;1,1,2;
"
112,89,"2,89;-1.22676,-3.31269,-0.745819/-1.22676,-3.31269,-0.745819/-1.22676,-3.31269,-0.745819;1,9,1,0;40.649363042792;0,1,0;1,0,0;1,1,1;
"
113,89,"0,89;-0.366468,2.40968,2.00974/-0.366468,2.40968,2.00974/-0.366468,2.40968,2.00974;1,29,1,0;40.729381168636;0,1,0;0,1,0;3,1,1;
"
114,93,"2,93;-0.139759,1.01271,0.102985/-0.139759,1.01271,0.102985/-0.139759,1.01271,0.102985;1,16,1,0;40.553115336087;1,0,1;0,1,0;3,1,2;
"
115,94,"2,94;-0.379141,1.63194,0.163076/-0.379141,1.63194,0.163076/-0.379141,1.63194,0.163076;1,17,1,0;40.64121090448;1,0,1;1,0,0;1,1,2;
"
116,99,"2,99;3.22731,2.94418,-0.319775/3.22731,2.94418,-0.319775/3.22731,2.94418,-0.319775;1,13,1,0;40.594931026672;1,0,1;1,0,0;4,1,2;
"
117,99,"0,99;2.6978,2.88206,0.107831/2.6978,2.88206,0.107831/2.6978,2.88206,0.107831;1,20,1,0;40.219874227344;1,0,1;0,1,0;2,1,2;
"
118,99,"0,99;2.68618,2.88443,0.10782/2.68618,2.88443,0.10782/2.68618,2.88443,0.10782;1,20,1,0;40.219887236313;1,0,1;0,1,0;2,1,0/2,2,0/2,6,0/2,9,0/2,10,0/3,1,2/3,2,0/3,5,0/3,7,0/4,4,0;
"
119,99,"0,99;2.68124,2.88012,0.108715/2.68124,2.88012,0.108715/2.68124,2.88012,0.108715;1,20,1,0;40.219900621307;1,0,1;0,1,0;3,1,2;
"
120,99,"0,99;2.68848,2.88624,0.108994/2.68848,2.88624,0.108994/2.68848,2.88624,0.108994;1,20,1,0;40.21988644811;0,1,0;1,0,0;1,1,1/3,5,0;
"
121,99,"0,99;2.68879,2.88425,0.108309/2.68879,2.88425,0.108309/2.68879,2.88425,0.108309;1,20,1,0;40.219887315857;0,1,0;1,0,0;4,1,1;
"
122,101,"2,101;-2.46229,-0.920324,-2.95889/-2.46229,-0.920324,-2.95889/-2.46229,-0.920324,-2.95889;1,2,1,0;40.475124980619;1,0,1;1,0,0;4,1,2;
"
123,101,"0,101;-0.426393,-2.30787,0.715843/-0.426393,-2.30787,0.715843/-0.426393,-2.30787,0.715843;1,18,1,0;40.532597963727;0,1,0;0,1,0;2,1,1;
"
124,102,"2,102;0.974913,-3.34986,-2.072/0.974913,-3.34986,-2.072/0.974913,-3.34986,-2.072;1,5,1,0;40.701297136545;1,0,1;1,0,0;1,1,2;
"
125,105,"2,105;-1.51781,-1.48249,-1.66978/-1.51781,-1.48249,-1.66978/-1.51781,-1.48249,-1.66978;1,6,1,0;40.88380972475;0,1,0;0,1,0;3,1,1;
"
126,107,"2,107;0.836238,-0.579418,-0.186151/0.836238,-0.579418,-0.186151/0.836238,-0.579418,-0.186151;1,16,1,0;40.415523572447;0,1,0;0,1,0;2,1,1;
"
127,107,"0,107;1.60384,-2.43623,3.51493/1.60384,-2.43623,3.51493/1.60384,-2.43623,3.51493;1,43,1,0;40.876735149505;1,0,1;0,1,0;3,1,2;
"
128,109,"2,109;-0.277632,-0.44801,-4.27532/-0.277632,-0.44801,-4.27532/-0.277632,-0.44801,-4.27532;1,1,1,0;40.219927174405;1,0,1;0,1,0;1,3,0/2,1,2/2,5,0/3,5,0;
"
129,112,"2,112;1.6704,1.21242,-1.37528/1.6704,1.21242,-1.37528/1.6704,1.21242,-1.37528;1,11,1,0;40.298299025464;0,1,0;0,1,0;2,1,1/3,3,0;
"
130,114,"2,114;-1.40347,1.97668,1.72158/-1.40259,1.97682,1.72233/-1.40436,1.97655,1.72083;1,29,1,0;40.342259488936;2,1,1;1,1,0;1,9,2/2,3,0/3,1,1/3,9,0;
"
131,114,"0,114;-1.40791,1.98533,1.71516/-1.40791,1.98533,1.71516/-1.40791,1.98533,1.71516;1,29,1,0;40.342257764738;1,0,1;0,1,0;3,1,2;
"
132,115,"2,115;1.34248,2.57277,-0.431655/1.34248,2.57277,-0.431655/1.34248,2.57277,-0.431655;1,13,1,0;40.539593743037;1,0,1;1,0,0;1,1,2;
"
133,116,"2,116;-0.163285,-1.60817,-3.31424/-0.163285,-1.60817,-3.31424/-0.163285,-1.60817,-3.31424;1,3,1,0;40.103526912398;1,0,1;1,0,0;4,1,2;
"
134,117,"2,117;1.38088,-4.20187,-1.38033/1.38088,-4.20187,-1.38033/1.38088,-4.20187,-1.38033;1,8,1,0;40.446477882062;1,0,1;1,0,0;4,1,2;
"
135,117,"0,117;-0.410707,-1.75415,-1.13691/-0.410707,-1.75415,-1.13691/-0.410707,-1.75415,-1.13691;1,9,1,0;40.428181174277;0,1,0;1,0,0;2,4,0/2,5,0/3,2,0/4,1,1;
"
136,117,"0,117;-0.423228,-1.74933,-1.13788/-0.423228,-1.74933,-1.13788/-0.423228,-1.74933,-1.13788;1,9,1,0;40.428190690301;1,0,1;1,0,0;4,1,2;
"
137,117,"0,117;-0.423581,-1.7521,-1.13685/-0.423581,-1.7521,-1.13685/-0.423581,-1.7521,-1.13685;1,9,1,0;40.428190798438;0,1,0;1,0,0;3,1,0/3,2,0/4,1,1;
"
138,119,"2,119;-1.76531,3.61805,-0.969349/-1.76531,3.61805,-0.969349/-1.76531,3.61805,-0.969349;1,7,1,0;40.790973080884;1,0,1;0,1,0;1,2,0/1,9,0/3,1,2;
"
139,119,"0,119;-1.76983,3.61159,-0.9712/-1.76983,3.61159,-0.9712/-1.76983,3.61159,-0.9712;1,7,1,0;40.790973449065;0,1,0;0,1,0;3,1,1/3,7,0;
"
140,119,"0,119;0.123624,-1.99065,1.21402/0.124398,-1.98984,1.21429/0.122849,-1.99146,1.21375;1,22,1,0;40.261927397105;0,2,0;2,0,0;1,1,1/1,10,1/2,8,0;
