,PartNumber,Info
"
11,8,"0,8;-2.24404,2.69644,-2.95767/-2.24389,2.6968,-2.95713/-2.2442,2.69608,-2.95821;1,2,1,0;40.786043017413;0,3,0;1,2,1;1,1,0/2,1,1/2,3,0/2,4,0/3,4,1/4,2,1/4,3,0/4,4,0;
"
12,8,"0,8;-2.26876,2.69392,-2.97251/-2.26876,2.69392,-2.97251/-2.26876,2.69392,-2.97251;1,2,1,0;40.786032990643;1,0,1;0,1,0;3,1,2;
"
13,8,"0,8;-2.24472,2.69992,-2.95969/-2.24472,2.69992,-2.95969/-2.24472,2.69992,-2.95969;1,2,1,0;40.786042586282;1,0,1;1,0,0;3,5,0/4,1,2;
"
14,9,"2,9;-2.34551,-3.55136,-1.55758/-2.34551,-3.55136,-1.55758/-2.34551,-3.55136,-1.55758;1,9,1,0;40.0111442207458;1,0,1;1,0,0;4,1,2;
"
15,9,"0,9;-2.11495,-2.10411,0.785925/-2.11495,-2.10411,0.785925/-2.11495,-2.10411,0.785925;1,18,1,0;40.480325325221;0,1,0;1,0,0;1,1,1/2,2,0/3,8,0;
"
16,9,"0,9;-2.11517,-2.10263,0.788124/-2.11517,-2.10263,0.788124/-2.11517,-2.10263,0.788124;1,18,1,0;40.480325394966;0,1,0;1,0,0;1,1,1;
"
17,10,"2,10;1.40338,1.3377,-2.69011/1.40338,1.3377,-2.69011/1.40338,1.3377,-2.69011;1,3,1,0;40.727691187434;1,0,1;0,1,0;2,1,2;
"
18,11,"2,11;0.628072,-0.752414,-3.01247/0.628072,-0.752414,-3.01247/0.628072,-0.752414,-3.01247;1,2,1,0;40.491748965285;0,1,0;1,0,0;1,1,1/2,1,0;
"
19,11,"0,11;0.629604,-0.747368,-3.01305/0.629604,-0.747368,-3.01305/0.629604,-0.747368,-3.01305;1,2,1,0;40.491749610004;1,0,1;1,0,0;1,1,2;
"
20,12,"2,12;-0.786499,-3.08446,-1.52441/-0.786499,-3.08446,-1.52441/-0.786499,-3.08446,-1.52441;1,8,1,0;40.523176104874;1,0,1;0,1,0;2,1,2/3,7,0;
"
21,12,"0,12;-0.236622,-2.61618,-1.20618/-0.236622,-2.61618,-1.20618/-0.236622,-2.61618,-1.20618;1,8,1,0;40.85696799181;0,1,0;0,1,0;3,1,1/3,2,0/3,4,0/3,5,0/3,6,0;
"
22,12,"0,12;-0.175874,-2.55714,-1.17405/-0.175874,-2.55714,-1.17405/-0.175874,-2.55714,-1.17405;1,8,1,0;40.857808328245;1,0,1;0,1,0;2,1,2;
"
23,12,"0,12;-0.75484,-3.03511,-1.50143/-0.75484,-3.03511,-1.50143/-0.75484,-3.03511,-1.50143;1,8,1,0;40.523411581939;1,0,1;1,0,0;4,1,2;
"
24,13,"2,13;1.25786,2.94772,-0.490637/1.25786,2.94772,-0.490637/1.25786,2.94772,-0.490637;1,13,1,0;40.577280336016;1,0,1;1,0,0;2,9,0/3,8,0/4,1,2;
"
25,15,"2,15;-0.512536,-1.62435,1.60598/-0.512536,-1.62435,1.60598/-0.512536,-1.62435,1.60598;1,22,1,0;40.99215430207;0,1,0;1,0,0;1,1,1/3,10,0;
"
26,17,"2,17;1.05073,-0.807668,0.221186/1.05073,-0.807668,0.221186/1.05073,-0.807668,0.221186;1,16,1,0;40.806376769373;1,0,1;0,1,0;2,1,2/3,8,0;
"
27,17,"0,17;0.570556,-0.175856,0.11951/0.570556,-0.175856,0.11951/0.570556,-0.175856,0.11951;1,16,1,0;40.715308240645;1,0,1;1,0,0;4,1,2;
"
28,18,"2,18;0.723839,0.317123,2.80077/0.723839,0.317123,2.80077/0.723839,0.317123,2.80077;1,39,1,0;40.147953763948;0,1,0;0,1,0;2,1,1;
"
29,18,"0,18;0.71912,0.320945,2.79555/0.71912,0.320945,2.79555/0.71912,0.320945,2.79555;1,39,1,0;40.147983938394;1,0,1;1,0,0;1,1,2;
"
30,19,"2,19;-2.96331,-2.10789,-2.09534/-2.96331,-2.10789,-2.09534/-2.96331,-2.10789,-2.09534;1,5,1,0;40.807292004223;1,0,1;1,0,0;4,1,2;
"
31,19,"0,19;-1.91929,0.255898,-1.72956/-1.9188,0.255978,-1.72941/-1.91977,0.255819,-1.7297;1,6,1,0;40.759881175376;2,1,1;0,2,0;2,1,2/2,4,1/2,5,0/2,6,0/3,8,0;
"
32,19,"0,19;-1.53043,1.02384,-1.68621/-1.53043,1.02384,-1.68621/-1.53043,1.02384,-1.68621;1,6,1,0;40.702959308999;1,0,1;0,1,0;1,2,0/2,1,2/3,3,0/4,3,0;
"
33,19,"0,19;-1.53383,1.02083,-1.68153/-1.53383,1.02083,-1.68153/-1.53383,1.02083,-1.68153;1,6,1,0;40.702958402315;1,0,1;1,0,0;4,1,2;
"
34,19,"0,19;-1.53394,1.02883,-1.68274/-1.53394,1.02883,-1.68274/-1.53394,1.02883,-1.68274;1,6,1,0;40.702967106482;0,1,0;1,0,0;1,1,1;
"
35,19,"0,19;-1.91817,0.257981,-1.72758/-1.91817,0.257981,-1.72758/-1.91817,0.257981,-1.72758;1,6,1,0;40.759881812506;1,0,1;1,0,0;1,1,2;
"
36,19,"0,19;-1.99041,0.120514,-1.73287/-1.99041,0.120514,-1.73287/-1.99041,0.120514,-1.73287;1,6,1,0;40.76053507103;1,0,1;1,0,0;1,1,2;
"
37,19,"0,19;0.433374,3.836,-1.6142/0.433374,3.836,-1.6142/0.433374,3.836,-1.6142;1,7,1,0;40.162362251874;1,0,1;0,1,0;2,1,2/2,6,0/2,9,0/2,10,0;
"
38,20,"2,20;-0.726132,-1.48009,-2.97615/-0.726132,-1.48009,-2.97615/-0.726132,-1.48009,-2.97615;1,5,1,0;40.11488927182;0,1,0;1,0,0;1,1,1;
"
39,21,"2,21;-2.26783,-0.843941,-2.38195/-2.26783,-0.843941,-2.38195/-2.26783,-0.843941,-2.38195;1,5,1,0;40.429697672321;1,0,1;0,1,0;3,1,2;
"
40,21,"0,21;-2.33081,-2.35545,-2.89686/-2.33081,-2.35545,-2.89686/-2.33081,-2.35545,-2.89686;1,5,1,0;40.174293781323;1,0,1;1,0,0;4,1,2;
"
41,22,"2,22;-1.47519,3.25552,1.56617/-1.4744,3.2564,1.56632/-1.47599,3.25464,1.56602;1,29,1,0;40.450672164619;2,1,1;0,2,1;2,9,1/3,1,2;
"
42,22,"0,22;-2.34096,-0.647774,2.63216/-2.34096,-0.647774,2.63216/-2.34096,-0.647774,2.63216;1,36,1,0;40.52947679077;1,0,1;1,0,0;4,1,2;
"
43,23,"2,23;-1.48245,-0.155864,2.37338/-1.48245,-0.155864,2.37338/-1.48245,-0.155864,2.37338;1,31,1,0;40.917675173058;1,0,1;1,0,0;1,1,2;
"
44,23,"0,23;-2.02264,-2.30186,1.55043/-2.02264,-2.30186,1.55043/-2.02264,-2.30186,1.55043;1,32,1,0;40.163730232169;0,1,0;0,1,0;3,1,1;
"
45,23,"0,23;-1.11322,0.555428,2.56856/-1.11322,0.555428,2.56856/-1.11322,0.555428,2.56856;1,34,1,0;40.992440585328;1,0,1;0,1,0;2,1,2;
"
46,23,"0,23;-1.01343,0.756161,2.62098/-1.01343,0.756161,2.62098/-1.01343,0.756161,2.62098;1,38,1,0;40.933758763631;0,1,0;0,1,0;1,8,0/2,2,0/2,5,0/2,6,0/3,1,1/3,2,0/3,4,0/3,6,0/3,10,0/4,6,0;
"
47,24,"2,24;-0.668203,-2.52317,-0.167623/-0.668203,-2.52317,-0.167623/-0.668203,-2.52317,-0.167623;1,15,1,0;40.447467231098;1,0,1;1,0,0;2,5,0/2,7,0/2,8,0/3,3,0/4,1,2;
"
48,24,"0,24;0.167074,-2.11707,0.662752/0.167766,-2.11677,0.663273/0.166383,-2.11738,0.66223;1,18,1,0;40.500864474444;2,1,1;1,1,0;1,1,2/2,7,1;
"
49,24,"0,24;0.160956,-2.11351,0.659812/0.160956,-2.11351,0.659812/0.160956,-2.11351,0.659812;1,18,1,0;40.500878172348;1,0,1;1,0,0;1,1,2/2,1,0/2,2,0/2,4,0/3,2,0;
"
50,26,"2,26;1.32248,2.60162,-3.15082/1.32248,2.60162,-3.15082/1.32248,2.60162,-3.15082;1,2,1,0;40.192298641897;1,0,1;1,0,0;4,1,2;
"
51,28,"2,28;-2.0462,-1.57451,-2.59099/-2.0462,-1.57451,-2.59099/-2.0462,-1.57451,-2.59099;1,5,1,0;40.328281848381;1,0,1;0,1,0;3,1,2;
"
52,28,"0,28;-2.10414,-1.68483,-2.74973/-2.10414,-1.68483,-2.74973/-2.10414,-1.68483,-2.74973;1,5,1,0;40.326540956145;1,0,1;1,0,0;1,1,2;
"
53,28,"0,28;-1.64045,-0.857749,-1.44542/-1.64045,-0.857749,-1.44542/-1.64045,-0.857749,-1.44542;1,6,1,0;40.938166312325;0,1,0;0,1,0;3,1,1;
"
54,28,"0,28;-1.08898,0.0997453,0.0819292/-1.08898,0.0997453,0.0819292/-1.08898,0.0997453,0.0819292;1,16,1,0;40.692349476019;0,1,0;0,1,0;2,2,0/2,4,0/3,1,1;
"
55,28,"0,28;-1.09102,0.0999613,0.0798231/-1.09102,0.0999613,0.0798231/-1.09102,0.0999613,0.0798231;1,16,1,0;40.692349402351;0,1,0;1,0,0;2,4,0/2,6,0/3,3,0/4,1,1/4,8,0;
"
56,28,"0,28;-0.325403,1.0508,1.40126/-0.325403,1.0508,1.40126/-0.325403,1.0508,1.40126;1,26,1,0;40.780914474305;0,1,0;1,0,0;4,1,1;
"
57,28,"0,28;-0.318201,1.05662,1.40614/-0.318201,1.05662,1.40614/-0.318201,1.05662,1.40614;1,26,1,0;40.78092705842;1,0,1;1,0,0;1,1,2;
"
58,28,"0,28;-0.116424,1.26466,1.68874/-0.116424,1.26466,1.68874/-0.116424,1.26466,1.68874;1,27,1,0;40.387688848126;1,0,1;0,1,0;2,5,0/3,1,2/3,9,0;
"
59,28,"0,28;0.786824,2.04032,2.8688/0.786824,2.04032,2.8688/0.786824,2.04032,2.8688;1,39,1,0;40.833409288072;0,0,0;0,0,0;3,1,3;
"
60,28,"0,28;0.78749,2.038,2.87118/0.78749,2.038,2.87118/0.78749,2.038,2.87118;1,39,1,0;40.833436617948;1,0,1;1,0,0;4,1,2;
"
61,29,"2,29;-0.518394,-1.76429,-3.21791/-0.518394,-1.76429,-3.21791/-0.518394,-1.76429,-3.21791;1,5,1,0;40.0388040592001;0,1,0;0,1,0;2,1,1;
"
62,29,"0,29;-0.516141,-1.75962,-3.21683/-0.516141,-1.75962,-3.21683/-0.516141,-1.75962,-3.21683;1,5,1,0;40.0388032652389;1,0,1;1,0,0;4,1,2;
"
63,29,"0,29;-0.555326,-1.46503,-2.8653/-0.555326,-1.46503,-2.8653/-0.555326,-1.46503,-2.8653;1,5,1,0;40.113011342863;1,0,1;1,0,0;1,1,2;
"
64,29,"0,29;-1.07307,1.55696,0.683713/-1.07307,1.55696,0.683713/-1.07307,1.55696,0.683713;1,25,1,0;40.651712039775;1,0,1;1,0,0;1,1,2;
"
65,29,"0,29;-1.02815,2.88435,1.95807/-1.02815,2.88435,1.95807/-1.02815,2.88435,1.95807;1,29,1,0;40.651582249134;0,1,0;0,1,0;1,1,0/2,1,0/3,1,1;
"
66,30,"2,30;-2.5889,-0.906352,1.62698/-2.5889,-0.906352,1.62698/-2.5889,-0.906352,1.62698;1,24,1,0;40.740525170744;1,0,1;0,1,0;3,1,2;
"
67,30,"0,30;-2.59626,-0.91062,1.63532/-2.59626,-0.91062,1.63532/-2.59626,-0.91062,1.63532;1,24,1,0;40.740525880174;0,1,0;1,0,0;1,1,1/2,1,0;
"
68,31,"2,31;-1.98374,2.51097,-2.39469/-1.98374,2.51097,-2.39469/-1.98374,2.51097,-2.39469;1,6,1,0;40.156396587535;1,0,1;1,0,0;4,1,2;
"
69,31,"0,31;-0.472497,0.915267,3.91143/-0.472497,0.915267,3.91143/-0.472497,0.915267,3.91143;1,46,1,0;40.308058929409;1,0,1;0,1,0;3,1,2;
"
70,32,"2,32;-1.44287,2.72485,-3.23757/-1.44287,2.72485,-3.23757/-1.44287,2.72485,-3.23757;1,2,1,0;40.177155913698;0,1,0;0,1,0;2,1,1;
"
71,32,"0,32;-1.58809,3.03142,-2.87919/-1.58809,3.03142,-2.87919/-1.58809,3.03142,-2.87919;1,2,1,0;40.789480629151;1,0,1;0,1,0;3,1,2;
"
72,33,"2,33;2.19945,0.0119655,2.58717/2.19945,0.0119655,2.58717/2.19945,0.0119655,2.58717;1,34,1,0;40.958544312481;1,0,1;1,0,0;4,1,2;
"
73,34,"2,34;-0.418036,3.50535,-1.14643/-0.418036,3.50535,-1.14643/-0.418036,3.50535,-1.14643;1,7,1,0;40.782400015954;0,1,0;0,1,0;3,1,1;
"
74,34,"0,34;-1.30347,2.26363,-0.112646/-1.30347,2.26363,-0.112646/-1.30347,2.26363,-0.112646;1,17,1,0;40.141237749303;0,1,0;0,1,0;3,1,1;
"
75,34,"0,34;-3.02903,-1.73775,3.00639/-3.02903,-1.73775,3.00639/-3.02903,-1.73775,3.00639;1,35,1,0;40.548474415357;1,0,1;1,0,0;1,1,2;
"
76,35,"2,35;0.0905014,-0.0721117,-1.70508/0.0905014,-0.0721117,-1.70508/0.0905014,-0.0721117,-1.70508;1,4,1,0;40.918943169042;1,0,1;1,0,0;1,1,2;
"
77,37,"2,37;0.431871,-1.06953,-3.98984/0.432036,-1.06936,-3.98977/0.431706,-1.0697,-3.9899;1,1,1,0;40.394371351205;2,2,1;1,2,0;2,2,0/2,6,0/3,1,2/3,2,1/4,1,1;
"
78,38,"2,38;3.29011,2.14068,-0.493787/3.29011,2.14068,-0.493787/3.29011,2.14068,-0.493787;1,13,1,0;40.448960476055;1,0,1;1,0,0;4,1,2;
"
79,39,"2,39;-2.28992,1.92456,1.59679/-2.28992,1.92456,1.59679/-2.28992,1.92456,1.59679;1,24,1,0;40.947614901884;1,0,1;1,0,0;2,2,0/3,4,0/4,1,2;
"
80,41,"2,41;-0.256543,-1.70787,-4.09757/-0.256543,-1.70787,-4.09757/-0.256543,-1.70787,-4.09757;1,1,1,0;40.29426208908;1,0,1;1,0,0;1,1,2;
"
81,41,"0,41;-0.727058,-1.00014,-0.21534/-0.727058,-1.00014,-0.21534/-0.727058,-1.00014,-0.21534;1,16,1,0;40.322573293044;1,0,1;1,0,0;4,1,2;
"
82,42,"2,42;1.05993,2.44296,-3.13655/1.05993,2.44296,-3.13655/1.05993,2.44296,-3.13655;1,2,1,0;40.196188304713;0,1,0;1,0,0;1,1,1/2,1,0;
"
83,42,"0,42;1.04694,-0.0137332,-2.2166/1.04773,-0.0135935,-2.2157/1.04614,-0.0138729,-2.21751;1,3,1,0;40.763975031935;2,1,1;0,2,1;1,4,0/1,6,0/2,5,0/2,9,1/3,1,2;
"
84,42,"0,42;0.997478,1.30054,-2.61852/0.997478,1.30054,-2.61852/0.997478,1.30054,-2.61852;1,3,1,0;40.725386791426;0,1,0;0,1,0;3,1,1;
"
85,42,"0,42;1.04806,-0.0146347,-2.21615/1.04838,-0.0138729,-2.2157/1.04773,-0.0153965,-2.21659;1,3,1,0;40.763975011787;0,1,0;0,1,0;1,9,0/2,5,0/2,10,0/3,1,1/3,6,2;
"
86,42,"0,42;1.04586,-0.0133712,-2.21745/1.04614,-0.0131489,-2.21738/1.04558,-0.0135935,-2.21751;1,3,1,0;40.763975064173;0,1,0;0,1,0;2,1,1/2,3,1;
"
87,42,"0,42;1.02985,0.251891,-2.28903/1.02985,0.251891,-2.28903/1.02985,0.251891,-2.28903;1,3,1,0;40.748022792023;1,0,1;1,0,0;4,1,2;
"
88,42,"0,42;1.04494,-0.0122575,-2.22995/1.04494,-0.0122575,-2.22995/1.04494,-0.0122575,-2.22995;1,3,1,0;40.763967859057;1,0,1;1,0,0;1,1,2;
"
89,43,"2,43;-1.51371,-3.70303,-0.236215/-1.51371,-3.70303,-0.236215/-1.51371,-3.70303,-0.236215;1,10,1,0;40.982001117051;0,1,0;0,1,0;2,1,1;
"
90,44,"2,44;0.681041,1.99662,-2.58045/0.681041,1.99662,-2.58045/0.681041,1.99662,-2.58045;1,4,1,0;40.106629367699;1,0,1;1,0,0;4,1,2;
"
91,45,"2,45;0.561967,-4.22781,-0.434624/0.561967,-4.22781,-0.434624/0.561967,-4.22781,-0.434624;1,9,1,0;40.806731224236;1,0,1;0,1,0;3,1,2;
"
92,45,"0,45;0.666474,-4.26696,-0.509644/0.666474,-4.26696,-0.509644/0.666474,-4.26696,-0.509644;1,9,1,0;40.808093740403;0,1,0;0,1,0;2,1,1/3,3,0/4,2,0;
"
93,46,"2,46;-1.60508,-1.44662,-0.489394/-1.60508,-1.44662,-0.489394/-1.60508,-1.44662,-0.489394;1,10,1,0;40.545224415954;0,1,0;1,0,0;1,1,1;
"
94,46,"0,46;-2.38168,-3.23235,0.577175/-2.38168,-3.23235,0.577175/-2.38168,-3.23235,0.577175;1,18,1,0;40.253330501689;1,0,1;1,0,0;1,1,2;
"
95,47,"2,47;0.261708,3.03994,-1.64601/0.262431,3.04011,-1.64557/0.260986,3.03977,-1.64645;1,7,1,0;40.103101844892;2,2,1;2,1,0;1,7,1/3,1,1/4,2,2;
"
96,47,"0,47;-0.208934,3.659,-1.09315/-0.208934,3.659,-1.09315/-0.208934,3.659,-1.09315;1,7,1,0;40.780000455112;1,0,1;1,0,0;1,1,2;
"
97,48,"2,48;1.20414,0.900042,0.214737/1.20414,0.900042,0.214737/1.20414,0.900042,0.214737;1,16,1,0;40.58802130213;1,0,1;0,1,0;2,1,2;
"
98,48,"0,48;0.59459,1.07051,0.806618/0.59459,1.07051,0.806618/0.59459,1.07051,0.806618;1,25,1,0;40.737316043033;1,0,1;1,0,0;1,1,2;
"
99,49,"2,49;1.34258,2.40714,-0.745227/1.34258,2.40714,-0.745227/1.34258,2.40714,-0.745227;1,12,1,0;40.251441290974;1,0,1;1,0,0;4,1,2;
"
100,49,"0,49;0.195758,2.96984,-0.858962/0.195758,2.96984,-0.858962/0.195758,2.96984,-0.858962;1,13,1,0;40.268952880741;0,1,0;1,0,0;4,1,1;
"
101,50,"2,50;-0.883806,-2.87137,-0.200309/-0.883806,-2.87137,-0.200309/-0.883806,-2.87137,-0.200309;1,15,1,0;40.364772814335;1,0,1;0,1,0;3,1,2;
"
102,50,"0,50;-0.9333,-2.7979,0.200186/-0.9333,-2.7979,0.200186/-0.9333,-2.7979,0.200186;1,16,1,0;40.957322131767;1,0,1;0,1,0;3,1,2;
"
103,51,"2,51;2.97949,2.22614,2.23172/2.97949,2.22614,2.23172/2.97949,2.22614,2.23172;1,31,1,0;40.445261613945;1,0,1;0,1,0;2,1,2;
"
104,51,"0,51;2.84597,2.22662,2.25878/2.84597,2.22662,2.25878/2.84597,2.22662,2.25878;1,31,1,0;40.445447141844;0,1,0;1,0,0;4,1,1;
"
105,51,"0,51;0.0905099,2.65951,2.47995/0.0905099,2.65951,2.47995/0.0905099,2.65951,2.47995;1,38,1,0;40.506854522187;1,0,1;0,1,0;3,1,2;
"
106,52,"2,52;-2.44049,2.96731,1.38138/-2.44049,2.96731,1.38138/-2.44049,2.96731,1.38138;1,24,1,0;40.436068335898;1,0,1;1,0,0;1,1,2;
"
107,53,"2,53;2.68699,-2.53499,-0.827546/2.68713,-2.53494,-0.827303/2.68684,-2.53504,-0.827789;1,15,1,0;40.064036876902;0,1,0;1,0,0;1,3,1/2,1,3;
"
108,53,"0,53;2.69384,-2.52721,-0.825028/2.69384,-2.52721,-0.825028/2.69384,-2.52721,-0.825028;1,15,1,0;40.0640347338305;0,1,0;0,1,0;2,1,1/2,4,0/3,1,0/3,2,0/3,3,0/4,3,0/4,4,0;
"
109,53,"0,53;2.69251,-2.53214,-0.821397/2.69251,-2.53214,-0.821397/2.69251,-2.53214,-0.821397;1,15,1,0;40.0640357450924;0,1,0;0,1,0;1,7,0/3,1,1;
"
110,53,"0,53;2.69316,-2.53254,-0.82344/2.69316,-2.53254,-0.82344/2.69316,-2.53254,-0.82344;1,15,1,0;40.0640358187604;0,1,0;0,1,0;2,1,1;
"
111,53,"0,53;2.69702,-2.52323,-0.824119/2.69702,-2.52323,-0.824119/2.69702,-2.52323,-0.824119;1,15,1,0;40.0640222571364;1,0,1;1,0,0;1,1,2;
"
112,53,"0,53;2.69105,-2.53288,-0.824161/2.69105,-2.53288,-0.824161/2.69105,-2.53288,-0.824161;1,15,1,0;40.0640359192169;1,0,1;1,0,0;4,1,2;
"
113,54,"2,54;1.95774,-0.553026,-1.16643/1.95774,-0.553026,-1.16643/1.95774,-0.553026,-1.16643;1,11,1,0;40.658532777862;1,0,1;1,0,0;1,1,2/3,2,0/4,3,0;
"
114,54,"0,54;1.48594,-0.49195,-0.812377/1.48594,-0.49195,-0.812377/1.48594,-0.49195,-0.812377;1,12,1,0;40.504350971332;1,0,1;1,0,0;1,1,2/1,2,0;
"
115,54,"0,54;0.637208,-0.42423,-0.192101/0.637208,-0.42423,-0.192101/0.637208,-0.42423,-0.192101;1,16,1,0;40.415046330526;0,1,0;0,1,0;1,2,0/1,3,0/2,2,0/3,1,1/3,4,0/4,5,0;
"
116,54,"0,54;0.638847,-0.432278,-0.190308/0.638847,-0.432278,-0.190308/0.638847,-0.432278,-0.190308;1,16,1,0;40.415046678775;0,1,0;1,0,0;2,1,0/3,10,0/4,1,1;
"
117,54,"0,54;0.641346,-0.421965,-0.189133/0.641346,-0.421965,-0.189133/0.641346,-0.421965,-0.189133;1,16,1,0;40.415047053813;0,1,0;1,0,0;3,1,0/4,1,1;
"
118,54,"0,54;0.641935,-0.424617,-0.192896/0.641935,-0.424617,-0.192896/0.641935,-0.424617,-0.192896;1,16,1,0;40.415047274817;1,0,1;1,0,0;4,1,2;
"
119,55,"2,55;-0.191523,-0.18739,-1.30682/-0.191385,-0.187314,-1.30609/-0.191661,-0.187467,-1.30756;1,11,1,0;40.42924535276;0,2,0;1,1,0;2,1,1/2,4,0/3,6,0/3,8,0/3,10,0/4,9,1;
"
120,55,"0,55;-2.29798,2.66192,-0.496913/-2.29798,2.66192,-0.496913/-2.29798,2.66192,-0.496913;1,14,1,0;40.21677478602;1,0,1;1,0,0;1,1,2;
"
121,56,"2,56;1.72384,-2.52156,1.95041/1.72384,-2.52156,1.95041/1.72384,-2.52156,1.95041;1,33,1,0;40.0875782113359;0,1,0;1,0,0;1,1,1/2,3,0;
"
122,57,"2,57;0.495097,3.38907,-1.71153/0.495097,3.38907,-1.71153/0.495097,3.38907,-1.71153;1,7,1,0;40.121376085238;1,0,1;0,1,0;3,1,2;
"
123,57,"0,57;0.500682,3.38408,-1.71231/0.500682,3.38408,-1.71231/0.500682,3.38408,-1.71231;1,7,1,0;40.121376509668;1,0,1;0,1,0;2,1,2;
"
124,58,"2,58;-0.554099,2.37547,-2.05017/-0.554099,2.37547,-2.05017/-0.554099,2.37547,-2.05017;1,4,1,0;40.781884456211;0,1,0;0,1,0;2,1,1;
"
125,58,"0,58;-1.44113,1.11383,-1.84013/-1.44113,1.11383,-1.84013/-1.44113,1.11383,-1.84013;1,6,1,0;40.702810730434;1,0,1;0,1,0;3,1,2;
"
126,58,"0,58;-3.31802,-0.838567,-1.65192/-3.31802,-0.838567,-1.65192/-3.31802,-0.838567,-1.65192;1,6,1,0;40.828837234035;0,1,0;0,1,0;2,1,1;
"
127,58,"0,58;-1.43531,1.11282,-1.84607/-1.43531,1.11282,-1.84607/-1.43531,1.11282,-1.84607;1,6,1,0;40.702809760037;1,0,1;1,0,0;2,5,0/2,7,0/3,1,0/3,2,0/3,3,0/3,8,0/4,1,2;
"
128,58,"0,58;-1.43793,1.11222,-1.84358/-1.43793,1.11222,-1.84358/-1.43793,1.11222,-1.84358;1,6,1,0;40.702809833552;0,1,0;1,0,0;1,4,0/2,4,0/2,8,0/2,10,0/3,4,0/3,7,0/3,8,0/3,10,0/4,1,1;
"
129,60,"2,60;3.65243,1.54038,0.132355/3.65243,1.54038,0.132355/3.65243,1.54038,0.132355;1,20,1,0;40.352553670135;1,0,1;1,0,0;4,1,2;
"
130,60,"0,60;3.65373,1.54443,0.132081/3.65373,1.54443,0.132081/3.65373,1.54443,0.132081;1,20,1,0;40.352553793066;0,1,0;1,0,0;1,5,0/3,1,0/3,2,0/3,3,0/4,1,1;
"
131,62,"2,62;1.65197,-1.05932,-4.08257/1.65197,-1.05932,-4.08257/1.65197,-1.05932,-4.08257;1,1,1,0;40.271188834727;0,1,0;0,1,0;3,1,1;
"
132,66,"2,66;2.75164,-0.319958,-2.92469/2.75164,-0.319958,-2.92469/2.75164,-0.319958,-2.92469;1,3,1,0;40.305926945442;1,0,1;0,1,0;3,1,2;
"
133,68,"2,68;-3.49803,-0.26945,-0.750986/-3.49749,-0.268711,-0.750517/-3.49856,-0.270189,-0.751455;1,10,1,0;40.360737286376;1,0,2;1,1,0;1,8,2/2,1,2;
"
134,69,"2,69;-1.14301,-2.23719,1.14337/-1.14301,-2.23719,1.14337/-1.14301,-2.23719,1.14337;1,23,1,0;40.340447022535;0,1,0;1,0,0;3,3,0/4,1,1;
"
135,70,"2,70;-2.23317,-3.31271,0.168814/-2.23317,-3.31271,0.168814/-2.23317,-3.31271,0.168814;1,18,1,0;40.0761227468901;1,0,1;0,1,0;2,1,2;
"
136,71,"2,71;-2.29227,3.50431,0.0951596/-2.29227,3.50431,0.0951596/-2.29227,3.50431,0.0951596;1,17,1,0;40.490222144573;0,1,0;1,0,0;1,1,1/2,2,0/3,3,0;
"
137,72,"2,72;3.10844,1.40008,-2.38916/3.10844,1.40008,-2.38916/3.10844,1.40008,-2.38916;1,4,1,0;40.398437686626;1,0,1;1,0,0;1,1,2;
